id,input,prediction,ground_truth
,ما هو المستوى من الفيزيولوجيا الذي تنتمي إليه دراسة آلية وتوليد ونقل كوامن الفعل في القلب؟,Cellular,B
,أين توجد المستقبلات النيكوتينية؟,ال ganglionic,D
,ما الذي تعتمد عليه سرعة انتشار الأوكسجين عبر غشاء الخلية؟,diffusion gradient,B
,ماذا يحدث عندما يصل التيروكسين إلى المستوى الدوراني المطلوب؟,الغدة stops,C
,ما هي الوظيفة الرئيسية للعقدة الأذينية البطينية في الحالات السوية؟,Conduction,A
,ما هي العوامل التي تحرض إفراز عصارة بنكرياسية غنية بالإنزيمات؟,Secretin,A
,أين يتم إعادة امتصاص القسم الأعظم من الماء المرتشح؟,الsmall intestine,A
,ما هو سبب الصوت الأول للقلب؟,Closure of the mitral valve,C
,ما هي الخلايا التي تمتلك أسرع معدل لزوال الاستقطاب؟,Pacemaker cells,A
,ما هو الذي وظيفته تسريع عملية تشكل الترومبوبلاستين الصفيحي؟,Factor III,C
,ما الذي يعمل على تسهيل الانتقال بين الشهيق والزفير؟,ال phrenic nerve,D
,ما الذي يزداد في الأسناخ الرئوية؟,السطح area,B
,ما يعرف بالموجهة الجسدية؟,الجهاز,C
,ما هي العقدة الرأسية للجهاز العصبي المستقل؟,Cervical ganglion,C
,ما هي المحطة الرئيسية الدماغية التي تتكامل فيها وظائف الجهاز العصبي المستقل مع وظائف البنى العصبية الأخرى؟,ال hypothalamus,D
,ما هو الناقل العصبي المحرر من طرفيات الألياف بعد العقدية في القسم الودي؟,norepinephrine,C
,ما هو الدور المهم الذي تؤديه خلايا سيرتولي في الخصية؟,Support,B
,ما هو الذي يروي النسيج الضام للرئة؟,الartery,C
,ما هي البوابات التي تتحكم بنفوذية القنوات للشوارد التي تسهم في تشكيل كامن الفعل؟,voltage-gated,D
,ما هي أجهزة التحكم والضبط والمراقبة في الجسم؟,الجهاز العصبي,C
,ما هي المواد التي تحررها نهايات المحاوير العصبية في المشابك والموصلات المشبكية؟,neurotransmitters,A
,ماذا ينقل الترانسفيرين؟,حديد,B
,ما هو الإحساس الذي يمكن أن يُدرك كلياً في المهاد؟,Pain,A
,أين توجد المستقبلات المسكارينية؟,ال effector organs,C
,ما هي الزمرة الدموية إذا كانت الكرية الحمراء لا تحوي مولد ارتصاص؟,O,D
,ما هو ناظم القلب؟,القلب,C
,ما الذي يشكله الجهاز الانزيمي في الخلايا البطانية السليمة اعتباراً من حمض الاراشيدونيك؟,Prostaglandins,A
,ما الذي تتناسب معه سرعة النقل في الألياف العصبية اللانخاعينية؟,diameter,A
,أين تقع أجسام عصبونات المرتبة الثانية للإحساسات المنقولة بمسلك العمود الظهري؟,ال nucleus gracilis,C
,ما هي العوامل التي تتناسب معها سرعة الانتشار البسيط؟,Area,B
,ما هي آلية تحرر شوارد الكالسيوم من الشبكة الهيولية في العضلات الهيكلية؟,Calcium-induced calcium release,A
,ما الذي يؤكد الدور الأهم للمراكز الشوكية والبصلية في وظيفة الجهاز العصبي المستقل؟,ال ANS,A
,ما هو الهدف الأساسي للنقل الفاعل عبر الغشاء؟,نقل,B
,ما الذي يتأثر بتغير كمية الأوكسجين في الأسناخ؟,pH,A
,ما هي أقصى مدة لحفظ الدم؟,42 days,C
,ماذا يحدث عندما تكون تهوية السنخ أعلى من ترويته الدموية؟,necrosis,B
,ما هي الحالات التي تزداد فيها كمية الماء الموجودة في الأحياز الخاصة؟,الوذما,D
,ما هو الهرمون المطلق للموجهة القشرية؟,ACTH,B
,ما هي الشاردة الإيجابية الأساسية في السائل داخل الخلوي؟,Potassium,B
,ما هو نوع المصل الذي يحمله شخص من الزمرة الدموية B؟,B,A
,ما هي الحالة التي يكون فيها انقلاب الصيغة أكثر شيوعاً؟,المرارة,A
,ما هو حجم الضربة (Stroke Volume)؟,حجم القذف,A
,ما هي أقصى كمية هواء يمكن استنشاقها زيادة على كمية الحجم الجاري السوية؟,القدرة,C
,ما هي الآلية التي يتم من خلالها التنظيم المديد للجريان الموضعي؟,التركيب,B
,ما هي الشوارد التي تسبب قوى الجذب بين خيوط الاكتين والميوزين مما يؤدي إلى انزلاق بعضها على بعض؟,cross-bridges,B
,ما هو الهدف من آلية المزلاج في العضلات الملساء؟,الانقباض,C
,ما هي الخلايا الدبقية التي تشكل جزء من الحاجز الوعائي الدموي؟,خلايا astrocytes,C
,ما هي الآلية التي يتم من خلالها التنظيم المديد للضغط الشرياني؟,Renin-angiotensin system,B
,ما هي المستقبلة الأسرع تلاؤماً؟,Meissner's corpuscle,D
,لماذا لا تتمكن الألياف العصبية المركزية من التجديد؟,ال myelin,C
,ما هي كمية الهواء الموجودة في الرئتين في نهاية شهيق سوي؟,الCapacity,C
,ما هي الفائدة الوظيفية من التأخير الزمني لكامن الفعل لمدة 0.1 ثانية عند مروره في العقدة الأذينية البطينية؟,prevents atrial contraction,A
,ما هي المواد التي يقتصر عليها الامتصاص المعدي؟,الكلور,C
,ما هو المركب الذي يتشكل من تفاعل الهيموغلوبين مع حمض أو قلوي؟,ميتhemoglobin,C
,ما الذي يتناسب إفراغه عكسياً مع إفراغ الهيدروجين؟,bicarbonate,B
,ما هو الغشاء الكبيبي نفوذ له؟,Glomerular,B
,ما هو المسؤول عن إرسال السيالات في العصبونات؟,النيورونات,B
,ما هو المستوى الذي يعتبر ضخ الدم مثالاً على دراسته؟,Physiology,B
,ما هي العملية التي يتم بها تحويل النورادرينالين إلى أدرينالين؟,methylation,C
,ما الذي يشكل جسراً بين ألياف الكولاجين والصفيحات الدموية؟,von Willebrand factor,A
,ما هي الفائدة الوظيفية من وجود الكليونات المجاورة للّب؟,Secretion,B
,ما هو السبب الذي يحمي العضلة القلبية من التكزز؟,refractory period,B
,ما هو الهرمون الذي يخضع لتأثير مزدوج منبه ومثبط من الوطاء؟,Thyrotropin,A
,أين تقع المساحة الصغرى في ساحة الحس الأولية عند الإنسان؟,ال occipital lobe,A
,ما هو مصدر الATP الذي تحتاجه الليفات العضلية بشدة؟,glycolysis,C
,ما هو الذي يفعل السبيل الخارجي للتخثر؟,Factor VII,D
,ما الذي تتناسب معه سرعة انتشار الغاز عبر الغشاء التنفسي عكسياً؟,thickness,B
,ما هي القيمة العظمى لضغط الأوكسجين في الأسناخ عند زيادة التهوية السنخية في الحالات السوية؟,100 mmHg,C
,أين يحدث الامتصاص بشكل أساسي؟,small intestine,B
,ما هو الهرمون الذي يتم إفرازه نتيجة الشدة (الكروب)؟,أدرينالين,B
,ما هي آلية تحرر شوارد الكالسيوم من الشبكة الهيولية في العضلات الهيكلية؟,Calcium-induced calcium release,A
,ماذا يسبب التنبيه اللاودي على القلب؟,تقلص,B
,ما هو المسؤول عن زوال الاستقطاب؟,Na+,A
,ما هو الرقم الهيدروجيني الطبيعي للبول؟,6.0,D
,ماذا يحدث عند وصول كمية كبيرة من NaCl إلى اللطخة الكثيفة؟,hypertonic,C
,ما هي كمية الدم التي تمر في نقطة معينة من الدوران خلال فترة محددة من الزمن؟,الضخ,B
,ما هو الانزيم المعوي الذي يقوم بهضم الدسم في الأمعاء؟,lipase,D
,ماذا يسبب نقص فيتامين B12 وحمض الفوليك؟,Anemia,C
,ما هي وظيفة الصمامات القلبية؟,Prevent backflow,A
,ما هو المستوى الذي يعد عليه تنظيم الضغط الشرياني؟,Medulla,D
,ما هو نوع العضلات الذي يمتاز بخاصية الارتخاء بعد الكرب؟,Smooth muscle,C
,ما هو أسرع أجزاء الجهاز الناقل في القلب في توصيل السيالة؟,Bundle of His,D
,ما هو اسم الأسناخ التي يصلها دم ولا يصلها هواء؟,sinusoids,B
,ما هي الطريقة التي يمكن بها تحرير النص الفعال حيوياً بتقنية الأسر الصوتي؟,التلوين,C
,ما هي الشاردة ذات التركيز الأكبر داخل العصبون؟,Potassium,C
,ما هو العظم الذي يتمفصل معه الغضروف الطرجهالي؟,ال temporal,A
,ماذا يحدث في طور الانقباض الأذيني؟,Atrial contraction,A
,ما هو الحجم الرئوي الذي يزداد مع التقدم بالعمر؟,Residual volume,C
,ما الذي يحرض إفراز عصارة غنية بالإنزيمات الهاضمة من البنكرياس؟,Secretin,B
,ما الذي يتمثل به زوال استقطاب البطينات على مخطط القلب؟,QRS complex,B
,ما هو العامل المحرض على زيادة إفراز الألدوستيرون؟,انخفاض sodium,A
,ما هي الطريقة المستخدمة لحل الخثرة إذا تشكلت في أوعية القلب والرئتين؟,العلاج الثرومbolytic,A
,ما الذي تسمح به خاصية الارتخاء بعد الكرب للأعضاء الجوفاء التي تحوي عضلات ملساء؟,الrelaxation,C
,ما هو معدل التهوية السنخية؟,100-200 mL/min,B
,متى يتوقف التقلص العضلي؟,انقباض,D
,ما هي عصبونات المرتبة الثانية في المسلك الظهري؟,ال nucleus cuneatus,B
,ما هو القشراني المعدني الرئيسي؟,الحديد,B
,ما هي أقل أنسجة الجسم البشري احتواءً على الماء؟,الده,D
,ما هو طليعة الانزيم الذي يتحول إلى شكله الفعال تحت تأثير الخنثرين؟,بروthrombin,B
,ما هي الآلية التي يستطيع من خلالها الجهاز التنفسي تأمين كميات كبيرة من الأكسجين أثناء التمارين المجهدة؟,زيادة ventilation,A
,ما الذي يحول الببسين إلى مولد ببسين؟,ال pH,B
,ما هي الوظائف التي يتآزر فيها الجهازان الودي واللاودي؟,Sphincter,A
,من أين يتم إفراز الإريثروبويتين؟,الكلى,A
,ما الجزء من الأجسام الضدية من IgG التي يتم قطعها وأخذها في المراكز الحديثة؟,Fab,A
,ما الذي يؤدي إلى نقصان حجم الدفقة بزيادته؟,afterload,B
,ما تدعى الترنجات العشوائية لشدة الإشعاع المترابط المنتشرة انتشاراً متعدداً؟,Speckle,C
,ما هو المسؤول عن إعادة الاستقطاب؟,sodium-potassium pump,D
,ما هي المادة التي تشتق منها الهرمونات الأمينية؟,الأحماض الأمينية,D
,كيف يؤدي التأثير الحاصر غير المباشر تأثيره على الجهاز العصبي المستقل؟,indirectly,B
,ما هو الطريق الهندسي الذي يمكن للضوء أن يقطعه في الخلاء مضروبا بقرينة انكسار الوسط؟,ال length,B
,ما هي الألياف العصبية التي تتميز بالنقل القفزي؟,ال motor,A
,ما هو الكمون تقريباً عندما يتكون الليف نفوذ لشوارد البوتاسيوم فقط؟,Equilibrium potential,D
,ماذا ينقص في حال نقص المتناول من الماء؟,البلد,D
,ما هو الجزء الذي يملك فعالية ATPase؟,F1,A
,أين يوجد مركز العطش؟,hypothalamus,B
,أين يحدث الامتصاص بشكل رئيسي؟,small intestine,B
,ما هو الناقل العصبي الذي تحرره الألياف قبل العقدية في القسمين الودي ونظير الودي؟,acetylcholine,B
,ما هو الصوت الذي يسمع عند بدء الانبساط البطيني؟,S1,B
,ما الذي يُنقص الإفراز المعدي؟,الغاستر,B
,كيف يتم إلغاء التأثير التثبيطي للتروبونين؟,تروبomyosin,C
,ما هي الوظائف التي يتآزر فيها القسمين الودّي ونظير الودّي للجهاز العصبي المستقل؟,digestion,C
,ماذا يؤدي نقص تركيز الأوكسجين في الأسناخ؟,hypoxia,C
,ما هي الظاهرة التي تحدث عندما تتجمع المراكز المثارة ويستطيع الإشعاع أن ينتشر مرات كثيرة؟,الظاهرة is called reverberation.,A
,ما هو المسؤول عن تحفيز تحرر الكالسيوم من الشبكة الهيولية؟,Calcium,B
,ما هي آلية عمل الحاصرات الغير مباشرة في الجهاز العصبي المستقل؟,البروpranolol,B
,ما هو نمط المستقبلات الموجودة في العضو؟,Mechanoreceptors,D
,ما الذي يؤدي إلى انخفاض ضغط الدم عند زيادته؟,Reflex bradycardia,D
,ما هي الحالات التي تنقص فيها سرعة موجة النبض؟,Aortic regurgitation,B
,ما هي الخلايا التي تستجيب للعصبونات بعد العقد اللاودية؟,ال target cells,A
,ما هو الجزء من النفرون الكتيم تماماً للماء؟,Loop of Henle,C
,أين يتم تخرب الكريات الحمر بشكل رئيسي؟,الطحال,C
,ما هو العامل الأساسي الذي يحدد ارتباط الخضاب بالأوكسجين؟,الضغط,A
,ما هو العامل الذي تفرزه الكلية ويؤثر في تشكيل الكريات الحمر؟,إريثropoietin,C
,إلام يؤدي زيحان منحنى تفارق الأكسجين الخضاب نحو اليمين؟,Decreased affinity,A
,ما الذي يشكل غمد النخاعين في الجهاز العصبي المركزي؟,ال meninges,A
,ما الذي يثبط إفراز الـ FSH؟,الإنها,B
,ماذا تمثل الموجة QRS؟,ال depolarization of ventricles,B
,ما الذي يعتمد عليه هرمون النمو في تأثيره على الخلية الهدف؟,IGF-1,D
,ما الذي يضمن سرعة توصيل كامن الفعل إلى جميع أنحاء الليف العضلي؟,توب of the muscle,D
,ما الذي يسمع بوضوح في الحالة الطبيعية للإنسان؟,heart sounds,B
,ماذا يحدث لمعدل الترشيح الكبيبي عندما يصبح ضغط الدم 100 ممز؟,decreases,C
,ما هو المستوى الذي يعد عليه تنظيم الضغط الشرياني؟,Medulla,B
,ما الذي يثبط فعالية جهاز الهضم؟,الSympathetic,D
,ما هي الأسباب التي تُعزى إليها ظاهرة الانتشار الخلفي المترابط؟,الانتشار,B
,ما الذي يحدث مباشرة قبل صوت القلب الثاني؟,Closure of the aortic valve,C
,ما هو الأنزيم المعوي الذي يحول مولد التربسين إلى تربسين؟,enterokinase,A
,ما هي أهمية التأخير الذي يحدث أثناء مرور كامن الفعل في العقدة الأذينية البطينية؟,AV node,D
,ما هو سبب ظهور طور الهضبة في كامن فعل العضلة القلبية؟,sodium inactivation,A
,ما الأقنية التي يسبب انتفاحها بطور الهضبة في كمون عمل الليف العضلي القلبي؟,transverse tubules,B
,ما هو المخطط الذي عبارة عن صندوق ذو قرنين ممتدين بشكل موازي للمحور الشاقولي الذي تتوزع عليه القياسات؟,مخطط الصندوق,A
,ما هو المقياس الذي يسمح بترتيب السمات دون اعتبار لتساوي الفروق بين أي رتبتين؟,ترتيب,A
,ماذا يعني أن تكون قيمة معامل الارتباط تساوي −0.92؟,علاقة سلبية,B
,ما هي مصادر البيانات السكانية؟,سجلات,C
,ماذا نحصل عليه بعد تحديد مجتمع الدراسة والعينة وقياس قيم المتغير على أفراد العينة؟,البيانات,A
,ما هو نوع المتغير الذي يمثله عدد الكريات الحمر؟,continuous,C
,ما هو المقياس الذي تكون فيه قيمة الصفر نسبية وليست مطلقة؟,Interval,A
,ما هو مخطط تنظيم البيانات الذي يشبه أسلوب الجداول التكرارية والأعمدة؟,مخطط شريط,B
,ما هو التوقع الرياضي للعدد الثابت؟,1,B
,ما هو التوزيع المستخدم من أجل اختبار الفروض حول معامل الارتباط الخطي؟,توزيع t,C
,ما هو الإحصاء الذي يسعى لعرض وتوضيح سلوك الظاهرة؟,وصف,A
,ما هو الغرض الرئيسي من حساب معامل الارتباط الخطي؟,قياس strength of linear relationship,B
,ما هو الخط المنكسر الذي يصل النقاط التي فواصلها مراكز الفئات وترتيبها تكرارات الفئات؟,الخط البياني,B
,من أين نحصل على المصادر الداخلية لجمع البيانات؟,المرضى,A
,ما هو الإحصاء؟,الاحصاء,B
,ماذا يحتسب اليوم إذا قُبل المريض في يوم وتخرج في نفس اليوم؟,Day,C
,ما هي طريقة جمع البيانات التي تتناسب مع الأطفال؟,الملاحظة,D
,ما هي الدراسات التي بحكم الميدان تنفيذ العمل وجمع البيانات؟,الدراسات الميدانية,B
,ما هو الغرض من استخدام الجداول التكرارية؟,تقييم,C
,ما هما نوعا البيانات الموجودان؟,البيانات النوعية,A
,ما الذي تعطينا إياه دالة التوزيع الاحتمالي المتجمع؟,الاحتمال,C
,كل متى يتكرر التعداد السكاني عادة؟,every 10 years,B
,ما هو الفارق في عدد السكان بين تعدادين متعاقبين تفصلهما فترة معينة كعشر سنوات؟,الزيادة السكانية,A
,ما هو المسجل الذي يهدف إلى تجميع المعلومات عن المرضى؟,سجل,D
,ما هي من أقدم الطرق المستخدمة لجمع البيانات لمراقبة الكثير من الظواهر لا سيما التي يصعب السؤال عنها؟,الملاحظة,A
,ما هو المقياس المستخدم لوصف حالة التدخين (مدخن - غير مدخن)؟,تاريخ التدخين,A
,ما هي الطريقة التي يتم بها الحصول على بيانات تتعلق بضغط الدم وسرعة نبضات القلب ونسبة الكوليسترول في الدم لعينة من المرضى خلال فترة أسبوع؟,الاستبيان,B
,ما هي وظائف السجلات الطبية؟,"تسجيل, Communication, Legal, Research, Quality Assurance",C
,ما هو المقياس الذي يمكن استخدام الطرق الإحصائية الوسيطية فيه؟,Ordinal,B
,ما هو التوزيع الذي يتبعه مربع المتغير العشوائي Z² إذا كان للمتغير العشوائي Z توزيع طبيعي معياري؟,chi-squared,A
,ما هي المنظمة التي وضعت التصنيف الدولي للأمراض؟,المنظمة العالمية للصحة,C
,ما هي الجهة المسؤولة عن السجلات الطبية؟,الادارة,C
,ما هو التوقع الرياضي لمتحول عشوائي يخضع لتوزيع برنولي؟,متوسط,C
,ما هو التصنيف الدولي للأمراض؟,ICD,A
,ما هو المستقيم الذي يكون منحنى التوزيع الطبيعي المعياري مناظراً حوله؟,الوسيط,A
,ما هي أيام الخدمة الإجمالية للمرضى الداخليين؟,الايام,B
,ما هي قيمة معامل التجديد؟,0.7,A
,ما هي وحدة المعاينة؟,وحدة of measurement,C
,ما هو الجدول التكراري الذي يضم عدد البيانات في فئة معينة وكل الفئات التي تسبقها؟,جدول التواتر,B
,ما هو معدل الوفيات في المشفى؟,معدل الوفيات,C
,ما هو متوسط التوزيع الاحتمالي في تجربة رمي قطعة نقود 3 مرات متتالية حيث x تدل على عدد ظهور H؟,0.375,A
,ما هو المجتمع الإحصائي (الجمهرة)؟,الجمع,C
,ما هو الرسم البياني الذي يتكون من مجموعة من الأعمدة المتجاورة المقامة على المحور الأفقي الذي تمثل عليه حالات الصفة المدروسة عندما تكون البيانات وصفية وفترات الفئات عندما تكون البيانات كمية ويساوي ارتفاع كل عمود تكرارات الفئة المقام عليها؟,مخطط شريط,B
,ما هي طريقة جمع البيانات التي من أمثلتها قياس شدة تأثير نوع من الهرمونات في مجموعة من الفئران؟,الدراسة,A
,ما نوع المتغير الذي يمثله طول شخص بالغ وقياس السكر في الدم؟,continuous,C
,متى يكون المجتمع غير متجانس في العينة غير العشوائية؟,الاختيار,C
,ما الذي يعتمد عليه توزيع ستيودنت؟,الانحر المعي,D
,ما هي محتويات السجل الطبي؟,الملف الطبي,B
,ما هو التصنيف الدولي للأمراض وما الغرض من الرموز والأرقام المستخدمة فيه؟,"التصنيف الدولي للأمراض

ANSWER: ICD",B
,ما نوع العينة التي نسحبها إذا كنا أمام مجتمع غير متجانس؟,Stratified,C
,ما هو الغرض من استخدام الجداول التكرارية في عرض البيانات؟,تجميع البيانات,C
,ما هي الطريقة التي يتم بها الحصول على بيانات تتعلق بضغط الدم ونسبة الكوليسترول بالدم لعينة من المرضى خلال فترة زمنية معينة؟,المراقبة,D
,ما هي أعلى مستويات القياس؟,القياس,C
,ما هو الهدف من تغيير الطرائق في الدراسات بالنسبة للبيانات؟,تحسين accuracy,D
,ما هي طريقة جمع البيانات التي تمتاز بالتكلفة العالية؟,الملاحظة,C
,ما هو الفارق في عدد السكان بين تعدادين متعاقبين تفصلهما فترة معينة كعشر سنوات؟,الزيادة السكانية,B
,ما هو الجزء من الإحصاء الذي يعنى بوصف طبيعة وسلوك الظاهرة المدروسة وعرضها؟,وصف,B
,ما هي الفئة التي تشكل قاعدة الهرم السكاني؟,السن 0-4,A
,ما هي فرضية العدم لاختبار الفرضيات حول معامل الارتباط الخطي لبيرسون؟,الارتباط is zero,A
,ما هو التكرار المتجمع الهابط لفئة معينة؟,الحد العلوي,B
,ما هو التوزيع الذي تتبعه التجربة الثنائية الوحيدة؟,Bernoulli,A
,ما هو نتاج العوامل المؤثرة في النمو السكاني من مواليد ووفيات وهجرة؟,population change,C
,ما هو المقياس المستخدم لقياس خضاب الدم؟,ميلليغرام,D
,ما هو نوع المصدر الذي تمثله البيانات التي نحصل عليها من الشركة أو المؤسسة من واقع مستنداتها وسجلاتها وفواتيرها وتقاريرها الدورية؟,مصدر أولي,A
,ما هي الجهة المسؤولة عن السجلات الطبية؟,الادارة,C
,ما هو نوع الإحصاء الذي يتضمن جمع البيانات وتنظيمها وتوصيفها وتبويبها وتلخيصها؟,إحصاء وصفي,A
,ما نوع العينة التي تمثلها مجموعة من المرضى الذين يراجعون طبيباً معيناً عندما يجري عليهم دراسة؟,مجموعة,B
,ما نوع العلاقة إذا كانت قيمة بيرسون R=0.92؟,علاقة قوية,A
,ما هي وحدة المعاينة؟,وحدة of measurement,C
,ما هي الطريقة التي يتم بها الحصول على بيانات تتعلق بضغط الدم وسرعة نبضات القلب ونسبة الكولسترول في الدم لعينة من المرضى خلال فترة أسبوع؟,الاستبيان,D
,ما نوع الارتباط بين المتغير العشوائي X والمتغير التابع Y إذا كان تزايد X يؤدي إلى تزايد Y؟,العلاقة,C
,"ماذا تعبر عنه العبارة ""احتمال أي حدث لا يزيد عن الواحد""؟",Probability,B
,ما تسمى الظاهرة التي يحدث فيها انحدار معدل أطوال الأبناء من معامل المجتمع؟,Regression,A
,ما هي التقديرات التي تستخدم لتقدير نسبة النجاح لمجتمع؟,تقدير النسبة,C
,ما نوع المتغير العشوائي الذي يدل على عدد القذفات عند قذف قطعة نقود حتى يظهر الوجه H للمرة الأولى؟,Geometric,A
,ما هو متوسط عدد الأطفال الذي يمكن أن تنجبهم المرأة أحياء إذا أمضت حياتها منذ ميلادها بما يتماشى مع معدلات الخصوبة العمرية في سنة معينة؟,معدل الخصوبة,C
,ما هي الطريقة التي تمكننا من مراقبة رد الفعل على بعض الأسئلة والحصول على إجابات دقيقة؟,الاستجواب,B
,ما هو نوع البيانات المستخدمة لإنشاء الجدول التكراري؟,البيانات الكمية,D
,ما هي طبيعة الأفراد أو العناصر التي تشكل المجتمع الإحصائي؟,مجموعات,A
,ما هو عدد الكريات الحمر في الجسم؟,5 million,B
,ما هو معدل وفيات الأمهات الذي يحسب بقسمة عدد الوفيات لدى النساء الحوامل التي حدثت أثناء الحمل أو الولادة أو النفاس على عدد المواليد الأحياء خلال نفس السنة مضروباً في 100000؟,معدل وفيات الأم,D
,ما هي المعدلات التي يكون تركيزها على معدلات الخصوبة لفئة معينة من العمر لغرض المقارنة على امتداد زمن ما ودراسة الفروق في ظاهرة الخصوبة بمختلف الأعمار؟,معدلات الخصوبة,A
,ما هي العلاقة بين المتغيرين عندما يؤدي تزايد المتغير العشوائي x إلى تناقص المتغير التابع y؟,سلبي,A
,ما هو المقياس المستخدم لوصف حالة التدخين (مدخن / غير مدخن)؟,تاريخ التدخين,A
,ما هي الشروط التي يجب توفرها في مجموعة من المتغيرات العشوائية لتشكل عينة عشوائية؟,الاستقلال,B
,ما هو المستوى الذي يمكن حساب فيه المتوسطات والانحرافات المعيارية ومقاييس العلاقة الخطية؟,القياس,C
,كم يتراوح عدد الفئات غالباً؟,three,A
,ما هي فرضية العدم لاختبار الفرضيات حول معامل الارتباط الخطي لبيرسون؟,الارتباط is zero,B
,ما هو معدل الوفيات الخام؟,معدل الوفيات,B
,ما هي الجهة المسؤولة عن السجلات الطبية؟,الادارة,C
,ما هو الغرض من استخدام مخطط الانتشار في الدراسة الإحصائية بين خاصتين؟,العلاقة,A
,ما هو التوقع الرياضي لمجموع متغيرين عشوائيين؟,متوسط,B
,ما هو التكرار المتجمع الصاعد لفئة معينة؟,التراكم,A
,ما هي المنطقة التي تتألف من قيم دالة الاختبار قليلة الاحتمال عندما Ho صحيحة؟,Tail,B
,ما هو المجتمع الإحصائي؟,مجموعة,A
,ما الذي يقوم عليه الإحصاء الاستنتاجي؟,الاحتميات,B
,ما هي الجهة التي تصدر التصنيف الدولي للأمراض؟,WHO,A
,ما الذي تختلف تبعاً له دلالات قيم المتغيرات العشوائية؟,الاحتمالات,C
,ما هي الطريقة التي تستخدم فيها بعض التقنيات الإلكترونية للمراقبة والعد وتسجيل الملاحظات؟,الرقابة,A
,ما الذي يحدد زمن حفظ السجلات الطبية؟,السياسة,C
,ما هو التوزيع الذي يتبعه مجموع متغيرات عينة عشوائية حجمها n من توزيع برنولي بالوسيط P؟,ثنائي,B
,ما هي مجموعة قيم المتغير العشوائي x الذي يدل على عدد أخوات طالب ما؟,"0, 1, 2, 3, 4",B
,ما هو معدل المواليد الخام؟,معدل المواليد,B
,ما هي الفئة العمرية المهمة جداً من الناحية الصحية والتنموية؟,السن,B
,ما هي الطريقة التي تمتاز بوصول الإجابات خلال وقت قصير وتتميز ببساطتها وقلة تكاليفها وسرعتها؟,الاستبيان,B
,ما هو المخطط الذي يساعد بدراسة العلاقة بين متغيرين وطبيعتها؟,الرسوم البيانية,D
,ما الذي يحدد زمن حفظ السجلات الطبية في المشفى؟,السياسة,C
,ما هو التوزيع الذي يستخدم في اختبار الفرضيات حول ميل خط الانحدار؟,t-distribution,A
,ما هي أسباب تفضيل أسلوب العينة على أسلوب الحصر الشامل؟,"تكلفة
Time
Infeasibility",A
,ما هو السجل الذي يهدف إلى تجميع المعلومات عن المريض؟,سجل,D
,ما هو نوع التوزيع الإحصائي إذا علمت أن احتمال شفاء مريض مصاب بالزكام خلال أسبوع دون اللجوء للطبيب هو 0.6 وكان لدينا 10 مرضى بالزكام ولم يراجعوا الطبيب؟,Binomial,B
,ما هو الشريان الذي ينزف غالباً من قرحة اثني عشرية؟,الartery,B
,ما هي الأورام التي تعالج في القسم البعيد للمعدة؟,الورم,D
,ما هو التشخيص للآفة التي قد تسبب فقراً دموياً والنزف الحاد منها غير شائع والتي تم اكتشافها بالتنظير الهضمي العلوي لرجل عمره 55 سنة؟,الورم,B
,ما هي الخطوة الأولى الأهم في تدبير مريض يبلغ من العمر 32 سنة أتى لقسم الطوارئ بقصة إقياء لكميات كبيرة من الدم الأحمر القاني؟,الاستقرار,C
,ما هو التشخيص المحتمل لمريضة تبلغ من العمر 45 سنة تشكو من ألم في ثديها الأيسر لمدة أسبوعين مع وجود خيط يشبه الحبل مؤلم وأودة بارزة فوقه بالفحص السريري؟,تثدي,D
,ما هو التشخيص المحتمل لمريضة تبلغ من العمر 40 عاماً من أصول آسيوية وصلت إلى بريطانيا تشكو من كتلة غير مؤلمة في ثديها الأيمن منذ عدة أشهر مع نز الخراج في إبطها الأيمن الذي يشفى ويعاود من جديد؟,سرطان الثدي,B
,ما هو التشخيص المحتمل لمريضة تبلغ من العمر 25 سنة راجعت بكتلة شاهدتها صدفة منذ 3 أسابيع في ثديها الأيسر ويمكن تحريك الكتلة من قبل المريضة ضمن نسيج الثدي؟,ورم,D
,ما هو التشخيص المحتمل لمريضة تبلغ من العمر 50 عاماً تعاني من ألم واحمرار في الثدي الأيمن منذ شهر وقد عولجت بالصادات لمدة أسبوعين دون تحسن وازدادت الحالة سوءاً؟,سرطان,C
,ما هو التشخيص المحتمل لمريضة مسنة مشخص لديها سابقاً داء هاشيموتو وتراجع بعقدة قاسية غير منتظمة في الفص الدرقي الأيمن؟,سرطان,C
,ما هو التشخيص المحتمل لطفل يبلغ من العمر 12 سنة يراجع بعقدة درقية مع ضخامة عقد لمفية ناحية؟,ورم Hodgkin,D
,ما هو التشخيص المحتمل لمريضة في منتصف العمر تعاني من سلعة درقية لفترة طويلة مع تضخم الفص الأيمن أكبر من الأيسر وهي سريرياً في حالة سواء درقي؟,سرطان,C
,ما هو التشخيص الأكثر احتمالاً لفتاة في الربيع الخامس تشكو من عسرة تنفس مع وجود كتلة في جوف الفم بقطر 3 سم على الخط الناصف وعلى مؤخرة اللسان؟,Lymphangioma,B
,ما هو العلاج غير المرغوب به في حالة شابة في ربيعها الأربعين تشكو من نقص وزن مع خفقان وجحوظ في العينين مع وجود سلعة درقية متوسطة الحجم منتشرة ومتجانسة وفرط نشاط درق بدني؟,Radioactive iodine,C
