id,level,question,specialty,umbrella_specialty,opa,opb,opc,opd,ope,opf,answer,group,keep,Reason ,Confidence 
549,Y2,في حالة الـ Osteopetrosis,Histology,Anatomy,العظام كثيفة وثقيلة.,هناك تراجع في ) Bone resorption ارتشاف العظم(,هناك هشاشية في العظام.,الأول والثاني,كل ما سبق صبح,,D,ABCDE,no,infinite answers,high
551,Y1,سطحين محدب ومقعر كل منهما جزء من كرة في المفصل:,Anatomy,Anatomy,سرجي saddle,كروي ball and socket,لقمي condyloid,صانري pivot,,,B,ABCD,no,answer in english,high
552,Y2,في القسيم العضلي :,Histology,Anatomy,الخط ح هو منطقة تقارب خيوط الميورين لقسيمين متجاورين المعنى,الشريط I يمثل خيوط الميوزين الذكية,الشريط H يمثل خيوط الأكتين فقط عندما لا تتداخل مع خيوط الميوسين,كل ما سبق صحيح,كل ما سبق خطأ,,E,ABCDE,no,choose the wrong answer,high
553,Y2,مايلي صحيح بالنسبة للنسيج العضلي القلبي:,Histology,Anatomy,الاقراص المقسمة هي عبارة عن معقدات وصلية,الخلية العضلية القلبية لا تحتوي على قسيمات Sarcomeres,مصدر الطاقة في الخلية العضلية القلبية هو الغليكوجين,B+C,كل ماسبق صحيح,,A,ABCDE,no,choose the wrong answer,high
555,Y1,يؤدي تفعيل الجملة نظيرة الودية لما يلي عدا:,Anatomy,Anatomy,انتصاب,ارتخاء مصرات,قذف,زيادة مفرزات,,,C,ABCD,no,"""ما عدا""",high
556,Y2,من صفات الأجسام الصفائحية:,Histology,Anatomy,تعتبر علامة للخلايا التنفسية من النمط الأول.,حبيبات بقطر 400 - 100 ميكرومتر محاطة بغشاء,تعتبر علامة للخلايا التنفسية من النمط الثاني.,A+C,,,C,ABCD,no,infinite answers,high
558,Y2,عندما تخترق الشرينات النسيج الضام لمحفظة الكبيبة فإنه :,Histology,Anatomy,تصبح اللمعة ضيقة.,تصبح اللمعة واسعة.,لا تتأثر اللمعة.,تختفي الطبقة العضلية.,,,A,ABCD,no,indirect question,high
559,Y2,العبارة الخاطئة عن السحب الحلولي:,Histology,Anatomy,15mmHg,يحصل في النهاية الوريدية للشعيرة.,هو المسؤول الوحيد عن إعادة السوائل للأوعية الدموية,يسعى لسحب السوائل من النسج نحو الدموية,,,C,ABCD,no,choose the wrong answer,high
560,Y1,له شكل حرف L ، له جسم وفرع:,Anatomy,Anatomy,الحرقفة,الاسك,العانة,الورك,,,B,ABCD,no,indirect question,high
561,Y1,ينشأ الكعب الانسي من:,Anatomy,Anatomy,الحرقفة,الحرقفة والاسك,الحرقفة والاسك والعانة,لا شئ مما سبق,,,D,ABCD,no,choose the right answer,high
564,Y1,العظم اللامي (الخاطئة) :,Anatomy,Anatomy,عظم مفرد .,يقع في العنق .,له شكل حرف s.,مستقل عن بقية العظام.,,,C,ABCD,no,choose the wrong answer,high
565,Y1,يحوي الوجه الأمامي الوحشي للفك العلوي ماعدا:,Anatomy,Anatomy,الثقبة فوق الحجاج,الحدبة النابية,الثقبة تحت الحجاج,الحفرة النابية,,,A,ABCD,no,"""ما عدا""",high
566,Y2,كل ما هو ات في بنية الشفاه خاطئ ما عدا :,Histology and Anatomy,Anatomy,نميز قسم جندي خارجي وقسم داخلي مخاطي فقط,غياب القميص تحت المخاطي,يوجد فيها عضلات مخططة مستديرة,يلاحظ نمو العضلية المخاطية في القسم المخاطي,,,C,ABCDE,no,"""ما عدا""",high
567,Y1,كل ما يلي من فروع الشريان الحرقفي الداخلي عدا :,Anatomy,Anatomy,الشريان القولوني الأيسر,الشريان المثاني الخلفي,الشريان العجاني,الشريان السري,,,A,ABCD,no,"""ما عدا""",high
569,Y2,تمتد من قاعدة كل هرم لبي وتخترق القشر :,Histology,Anatomy,Medullary piramids,Medullary rays,Renal Pelvis,No correct answer,,,B,ABCD,no,answer in english,high
570,Y1,كل الأعصاب القحفية لها نوى عدا :,Anatomy,Anatomy,الأولى,الثانية,الثالثة,A+B,,,D,ABCD,no,choose the right answer,high
572,Y2,خلايا سيرتولي,Histology and Systemic Anatomy,Anatomy,تشكل حاجز دموي خصيوي,تفرز بروتين رابط للأندروجين,بلعمة بقيا عمليات تكون النطاف,A+B,كل ما سبق صحيح,,E,ABCDE,no,choose the right answer,high
574,Y2,avascular tissue,Histology,Anatomy,Adipose tissue,Cartilage,Bone,Fibrous connective tissue,Cartilage + bone,,B,ABCDE,no,answer in english,high
577,Y1,من المفاصل المسطحة:,Anatomy,Anatomy,المفصل الترقوي القصي الضلعي.,المفصل الأخرمي الترقوي.,مفصل الكتف.,تمفصل العضد مع الزند.,,,B,ABCD,no,infinite answers,high
579,Y1,حركة خاصة بالساعد,Anatomy,Anatomy,الكب,العودة,المقابلة,الشتر,,,A,ABCD,no,indirect question,high
580,Y2,تتصف تروية المعدة بما يلي ما عدا:,Anatomy,Anatomy,التروية الشريانية تأتي من فروع الجذع الذلاقي.,الشريان المعدي الخلفي فرع ثابت من الشريان الطحالي.,الشريان المعدي الأيمن يروي القسم السفلي المعدة.,الشرايين المعدية القصيرة تروي القاع.,يصب العود الوريدي بشكل أساسي في وريد الباب.,,B,ABCDE,no,"""ما عدا""",high
581,Y1,تشكل الأعصاب الشوكية من القطنية الأولى حتى القطنية الرابعة:,Anatomy,Anatomy,الضفيرة العجزية.,LUMBAR PLEXUS .,الضفيرة العصعصية.,CECRVICAL PLEXUS .,,,B,ABCD,no,answer in english,high
583,Y1,عظم الورك (الخاطئة) (مكرر):,Anatomy,Anatomy,توجد الثلمة الوركية الكبيرة الى الأعلى والخلف من الحق.,تتبارز شوكة الإسك بين الثلمتين الوركيتين الكبيرة والصغيرة.,تمفصل الفرعين العلويين لعظمي العانة في الأمام عبر ارتفاق العانة.,للإسك جسم وشعبتان علوية وسفلية.,,,C,ABCD,no,choose the wrong answer,high
584,Y2,كل مما يأتي صحيح عن الشعيرات ما عدا :,Histology,Anatomy,لمعتها منتظمة القطر.,قطرها 5 - 30 ميكرون.,قطرها 8 ميكرون.,يمكن لكرية حمراء واحدة المرور فيها.,,,B,ABCD,no,"""ما عدا""",high
585,Y2,العبارة الخاطئة عن pellucida zona :,Histology,Anatomy,توجد بين الخلية البيضية والطبقة الأولى من الحبيبية.,تحوي مستقبلات تفعل الجسيم الطرفي للنطفة.,عبارة عن طبقة خالية جريبية محيطة بالخلية البيضية.,كل ما سبق صحيح.,,,C,ABCD,no,choose the wrong answer,high
586,Y1,تتحد الصفيحتان السفليتان للشفرين الصغيرين لتشكل :,Anatomy,Anatomy,لجيم البظر,قلفة البظر,العريكشة,جبل العانة,,,A,ABCD,no,indirect question,high
587,Y2,Gracilis.,Anatomy,Anatomy,تعمل دوران وحشي للساق,دوران أنسي للساق,دوران وحشي للفخذ,دوران أنسي للفخذ,,,b,ABCDE,no,indirect question,high
588,Y2,في المثلث البولي التناسلي كل ما يلي عدا:,Anatomy,Anatomy,الفرج.,الشفران الصغيران.,الشفران الكبيران.,الدهليز.,الشرج.,,E,ABCDE,no,"""ما عدا""",high
589,Y1,. فيما يخص الحنك كل مما يلي صحيح عدا,Anatomy,Anatomy,يفصل كليا بين البلعوم الانفي والفموي,يشكل الحنك ارضية جوف الانف,يفصل كليا بين جوفي الانف والفم,يشكل الحنك سقف الفم,,,A,ABCD,no,"""ما عدا""",high
590,Y2,Intramembranous ossification,Histology,Anatomy,يعتبر منشا لمعظم العظام الطويلة.,إن النمو الطولي للعظام الطويلة يعتمد عليه.,يعتمد عليه نمو العظام القصيرة.,كل ما سبق صح,كل ما سبق خطا,,C,ABCDE,no,indirect question,high
594,Y1,عضلات طويلة تربط الفقرات مع بعضها :,Anatomy,Anatomy,عضلات جدار البطن الأمامي,عضلات العمود الفقري,عضلات الصدر السطحية,عضلات الصدر العميقة,,,B,ABCD,no,indirect question,high
595,Y1,الوريد الذي يجمع الدم من الدماغ والسحايا,Anatomy,Anatomy,الوداجي الباطن,الأجوف السفلي,القاعدي,الصافن الكبير,,,A,ABCD,no,indirect question,high
596,Y2,يمر في النفق الرسغي : (2007),Anatomy,Anatomy,العصب الناصف.,وتر مثنية الإبهام الطويلة.,أوتار مثنية الأصابع السطحية.,الشريان الزندي.,,,d,ABCDE,no,indirect question,high
598,Y1,من عظام الصف القريب لرسغ اليد (الخاطئة) (مكرر):,Anatomy,Anatomy,القاربي.,المنحرفي.,الهلالي.,المثلثي.,,,B,ABCD,no,choose the wrong answer,high
599,Y2,تلعب البشرة دور ا مهم ا في بعض أنواع الأستجابات المناعية بسبب :-,Histology,Anatomy,احتوائها على الخلايا اللمفاوية وخلايا لانغرهانس.,احتوائها على خلايا ميركل.,تماسها المباشر مع العديد من الجزيئات المولدة للضد.,a+c,,,D,ABCD,no,infinite answers,high
600,Y2,لا يعد من أجزاء النفرون :,Histology,Anatomy,نبيب متعرج قريب,الجسيمات الكلوية,نبيب متعرج بعيد,نبيب مستقيم متوسط,,,B,ABCD,no,choose the wrong answer,high
601,Y1,حركة الركبة للخلف بمستوى سهمي:,Anatomy,Anatomy,عطف,بسط,دوران انسي,دوران وحشي,,,A,ABCD,no,indirect question,high
602,Y2,كل ما يلي صحيح عن أمراض الغدة الدرقية ماعدا:,Histology,Anatomy,ينقص حجم الغدة الدرقية في مرض Iodine deficiency goiter,داء هاشيموتو أشيع عند الرجال,داء غريفز هو مرض مناعي.,a+b,,,D,ABCD,no,"""ما عدا""",high
604,Y1,- تروية المفصل الصدغي الفكي السفلي من:,Anatomy,Anatomy,الشريان الصدغي السطحي,الشريان الصدغي الأوسط,الشريان الوجهي,كل ما سبق خطأ,,,A,ABCD,no,many answers,high
605,Y1,كل ما يلي عن قاعدة القلب صحيح عدا :,Anatomy,Anatomy,الأذينة اليسرى يصب عليها الوريدان الأجوفان العلوي والسفلى,تتشكل بشكل رئيسي من الأذينة اليسرى,تخرج منها جذوع الأوعية الكبيرة,تنفتح عليها الأوردة الرئوية,,,A,ABCD,no,"""ما عدا""",high
606,Y2,من الأعضاء التناسلية الظاهرة عند الأنثى كل مما يلي عدا: (هام),Anatomy,Anatomy,الشفرين الكبيرين.,الشفرين الصغيرين.,الدهليز.,البظر.,المهبل.,,E,ABCDE,no,"""ما عدا""",high
607,Y1,كل ما يلي عن الضلع الأولى صحيح عدا :,Anatomy,Anatomy,يمر خلف الحديبة الأخمعية الوريد تحت الترقوة.,مهمة لعلاقتها المباشرة مع الأعصاب السفلية من الضفيرة العضدية.,يوجد على وجهها العلوي في منتصفه الحديبة الأخمعية.,لها وجهان علوي وسفلي و حافتان خارجية وداخلية.,,,A,ABCD,no,"""ما عدا""",high
608,Y1,كل ما يلى من عضلات العنق عدا:,Anatomy,Anatomy,العضلة الماضغة.,شبة المنحرفة.,عضلات أمام الفقار.,القترائية.,,,A,ABCD,no,"""ما عدا""",high
610,Y1,الوجه Palmer يعتبر وجها,Anatomy,Anatomy,اخمصيا,ظهريا,راحيا,كل ماسبق خاطئ,,,C,ABCD,no,indirect question,high
611,Y1,فتح النفير البلعومي الطبلي ناتج عن التقلص المتزامن للعضلات:,Anatomy,Anatomy,رافعة شراع الحنك,خافضة شراع الحنك,موترة شراع الحنك,A+C,,,D,ABCD,no,indirect question,high
613,Y1,أقسام البلعوم ما عدا:,Anatomy,Anatomy,الأنفي,الفموي,المريني,الحنجري,,,C,ABCD,no,"""ما عدا""",high
614,Y2,حدوث ثقب بالثقبة المدورة يمكن أن ينتج عنه شلل في أحد العضلات التالية: (2014 أولى),Anatomy,Anatomy,المبوقة.,الجناحية الوحشية.,القسم القذالي من الجبهية القذالية.,الدورية العينية (القسم الحجاجي).,لا شئ مما سبق.,,e,ABCDE,no,choose the right answer,high
615,Y1,يحتوي الغمد السباتي العناصر الآتية عدا :,Anatomy,Anatomy,العصب اللاحق,الشريان السباتي الداخلي,الوريد الوداجي الداخلي,الشريان السباتي المشترك,,,A,ABCD,no,"""ما عدا""",high
616,Y1,وجه العظم الجبهي الذي ينتمي للقحف العصبي:,Anatomy,Anatomy,الخارجى,الداخلى,الانسي,العصبي,,,B,ABCD,no,indirect question,high
617,Y1,مسبع ويليس :,Anatomy,Anatomy,تفاغر السباتيين الباطنيين مع القاعدي الناشئ من الفقرين,من فروعه : الشريان المخي الأمامي والخلفي والأوسط في كل جانب,من الشريان العيني,صحيحان D - A + B,,,D,ABCD,no,indirect question,high
618,Y1,لون لب الكظر:,Anatomy,Anatomy,بني غامق,أبيض,مائل للصفرة,رمادي,,,A,ABCD,no,repeated,high
619,Y2,تتعلق الخواص الصوتية كطبقة الصوت وغيرها ب:,Histology,Anatomy,درجة شد الطيات الصوتية,عرض لسان المزمار.,طول الحنجرة.,a+b,,,C,ABCD,no,infinite answers,high
620,Y1,هرم رباعي على الوجه الأمامي للزند:,Anatomy,Anatomy,الناتئ الزجي,الناتئ المنقاري,الناتئ اللقمي,لا شئ مما سبق,,,B,ABCD,no,indirect question,high
621,Y1,تضم المجموعة الخلفية لعضلات الذراع:,Anatomy,Anatomy,ثلاثية الرؤوس العضدية,المرفقية,A + B,لا شيء مما سبق,,,C,ABCD,no,many answers,high
622,Y1,كل ما يلي عن العظم الصدغي صحيح عدا :,Anatomy,Anatomy,عظم مفرد.,ينشأ الناتئ الوجني من القسم الصدفي منه.,يحوي القسم الخشاني تلم حفرة ذات البطنين وثلم الجيب.,يتواجد الناتئ الخشاني خلف الصماخ السمعى الظاهر.,,,A,ABCD,no,"""ما عدا""",high
623,Y2,تؤدي إصابة جذع العصب الكعبري إلى: (2007 أولى(,Anatomy,Anatomy,شلل مثنيات الرسغ .,شلل ثنائية الرؤوس العضدية .,فقدان حسي في القسم الأنسي لظهر اليد .,كل ما سبق خطأ .,,,d,ABCDE,no,choose the right answer,high
624,Y1,كل ما يلي صحيح عن وجوه الكبد عدا,Anatomy,Anatomy,الوجه الخلفي يشغل معظمه الفص الأيسر,الوجه العلوي محدب يقع تحت الحجاب,الوجه الحشوي يحوي أثلام بشكل حرف H,الوجه الأمامي أملس وله شكل مثلثي,,,A,ABCD,no,"""ما عدا""",high
625,Y2,يتم إفراز هرمون ال oxytocin من عصبونات تقع أجسامها في :,Histology,Anatomy,الأنوية جانب البطينية,الأنوية فوق البصرية,الأنوية فوق البطينية,الأنوية جانب البصرية,,,A,ABCD,no,indirect question,high
626,Y1,من أشكال خلايا الدبق العصبي إجابة واحدة خاطئة:,Anatomy,Anatomy,النجمية.,الصغيرة.,المكعبة.,البطانية العصبية.,,,C,ABCD,no,many answers,high
627,Y1,يحيط بجسم القضيب لفافة:,Anatomy,Anatomy,بوك,كولس,القضيبية الوسطى,الشاملة,,,A,ABCD,no,indirect question,high
628,Y1,من العضلات الخلفية للساق عدا :,Anatomy,Anatomy,التوأمية الساقية,باسطة الأصابع الطويلة,الظنبوبية الخلفية,النعلية,,,B,ABCD,no,"""ما عدا""",high
629,Y1,البسط هو:,Anatomy,Anatomy,الحركة للأعلى.,عندما يدور الطرف حول محوره الطولي.,عندما يتحرك الطرف العلوي نحو الخلف في المستوى السهمي.,عندما يتحرك الطرف العلوي نحو الأمام في المستوى المستوى السهمي.,,,C,ABCD,no,indirect question,high
630,Y1,الطبقة المحيطة بالرئتين:,Anatomy,Anatomy,التامور الليفي,التامور المصلي الجداري,التامور المصلي الحشوي,لا شيء مما سبق,,,D,ABCD,no,indirect question,high
631,Y2,AXILLARY Nerve :,Anatomy,Anatomy,يسمى ايضاً CIRCUMFLEX,ينشأ من الحبل الوحشى,يمر من الحيز الأبطى السفلى,يمر من الحيز الأبطى الأنسى,,,A,ABCD,no,indirect question,high
633,Y2,تحوي الظهارة الشمية على:,Histology and Anatomy,Anatomy,خلايا قاعدية –عصبونات شمية – خلايا داعمة,خلايا قاعدية –خلايا كولشيسكي –عصبونات شمية,خلايا كأسية – خلايا قاعدية – عصبونات شمية,خلايا كأسية – عصبونات شمية – خلايا داعمة,,,A,ABCDE,no,indirect question,high
634,Y1,لكل قطعة كبدية :,Anatomy,Anatomy,فرع من الشريان الكبدي,فرع من الوريد البابي,قناة صفراوية,كل ما سبق صحيح,,,D,ABCD,no,many answers,high
637,Y1,. كل مايلي صحيح حول النفرون عدا,Anatomy,Anatomy,تصب القنوات الجامعة في الحويضة,يصنف حسب طول عروة هانلة,النفرونات ذات عرى هانلة الطويلة لها دور مهم في تكثيف البول,يتألف من كبيبة كلوية ونبيب كلوي,,,A,ABCD,no,"""ما عدا""",high
638,Y1,بالنسبة للشفة والشدقين فإن:,Anatomy,Anatomy,الجلد يكون خارجياً,المخاطية تكون داخلية,تتكون من عضلات داخلية,م كل ما سبق صحيح,,,D,ABCD,no,indirect question,high
639,Y1,ما يلي من عضلات الساعد الخلفية السطحية عدا:,Anatomy,Anatomy,باسطة الابهام القصيرة,باسطة الخنصر,باسطة الأصابع المشتركة,المرفقية,,,A,ABCD,no,"""ما عدا""",high
641,Y1,كل ما يلي من أشكال الحليمات الذوقية عدا :,Anatomy,Anatomy,فطري.,كماي.,توتي.,ورقي.,,,C,ABCD,no,"""ما عدا""",high
642,Y1,. التنبيه نظير الودي يؤدي الى كل مايلي عدا,Anatomy,Anatomy,تضيق القصبات,تنشيط حركات السبيل الهضمي,تسطح العدسة,تضيق الحدقة,,,C,ABCD,no,"""ما عدا""",high
643,Y1,. يمر العصب الفكي السفلي من,Anatomy,Anatomy,الثقبة المدورة,الشق الحجابي العلوي,الثقبة البيضية,الثقبة الشوكية,,,C,ABCD,no,indirect question,high
645,Y1,متى ينشأ برزخ الأبهر؟ :,Anatomy,Anatomy,قبل منشأ الشريان السباتي المشترك,قبل منشأ الشريان تحت الترقوة الأيسر,بعد منشأ الشريان تحت الترقوة الأيسر,كل ما سبق خطأ,,,C,ABCD,no,infinite answers,high
646,Y1,ما يلي من وجوه العضد عدا:,Anatomy,Anatomy,الانسي,الوحشي,الأمامي,الخلفي,,,C,ABCD,no,indirect question,high
648,Y1,اختر الإجابة الخاطئة :,Anatomy,Anatomy,يوجد الجيب الرصغي بين القعب والعقب,توجد أحدوبة العقبي في الوجه اللفي لعظم العقب,العظام الاسفينية تتمفصل مع العظمين,يتم ترقيم العظام المشطية من الانسي للوحشي,,,C,ABCD,no,choose the wrong answer,high
649,Y1,. اي من الشرايين الاتية من فروع الشريان السباتي الخراجي (الظاهر),Anatomy,Anatomy,الشريان الدرقي العلوي,الشريان الفقري,الشراين العيني,الشريان الابطي,,,A,ABCD,no,choose the right answer,high
650,Y2,توجد الشعيرات أشباه الجيوب في :,Histology and Anatomy,Anatomy,الكبد,الرئة,الدماغ,الكلية,,,A,ABCDE,no,many answers,high
651,Y2,تتصف غدة الثدي بأنها تفرز,Histology,Anatomy,البروتينات.,الدسم.,معقدات من السكريات والبروتينات.,كل ما سبق صحيح.,كل ما سبق خطأ.,,D,ABCDE,no,infinite answers,high
652,Y2,تتمفصل النهاية السفلية للكعبرة مع العظام: (2007),Anatomy,Anatomy,القاربي.,الكبير.,الهلالي.,الزندي.,,,B,ABCDE,no,indirect question,high
653,Y1,. الخطأ عن الاضلاع:,Anatomy,Anatomy,الاضلاع الكاذبة يبقى غضروفها حرا ومطمورا في عضلات الصدر,تتمفصل في الخلف مع الفقرات الصدرية,تتمفصل الحقيقية منها في الامام مع القص,الاضلاع الحقيقية تتصل مباشرة عن طريق غضاريفها مع عم القص,,,A,ABCD,no,choose the wrong answer,high
654,Y2,GRACILIS,Anatomy,Anatomy,تعمل دوران وحشى للساق,تعمل دوران أنسى للساق,تعمل دوران وحشى للفخذ,تعمل دوران أنسى للفخذ,,,B,ABCDE,no,indirect question,high
658,Y2,أي العظام التالية يساهم في تشكيل سقف جوف الحجاج: (2015تكميلي),Anatomy,Anatomy,الفكي العلوي.,الجبهي.,الوجني.,الدمعي.,الحنكي.,,e,ABCDE,no,choose the right answer,high
659,Y1,الطبقة الأولى من عضلات أخمص القدم تشمل عدا:,Anatomy,Anatomy,باسطة الأصابع,قابضة الإبهام,قابضة الأصبع الصغرى,مبعدة الإبهام,,,A,ABCD,no,"""ما عدا""",high
661,Y2,يتالف Extra cellular matrix من ما يلي ما عدا:,Histology,Anatomy,Epithelial fibers,Collagen fibers,Ground substance,reticular fibers,الثالث والرابع,,A,ABCDE,no,answer in english,high
662,Y2,مايخص المرحلة التكاثرية proliferative phase,Histology,Anatomy,تكون فيها بطانة الرحم رقيقة.,تستمر من 10-8 أيام.,تترافق مع زيادة في إفراز الاستروجين و زيادة تركيزه في الدم.,كل ماسبق صحيح.,,,D,ABCD,no,choose the right answer,high
663,Y2,ما يلي صحيح بالنسبة للب الكظر :,Histology and Anatomy,Anatomy,ينشأ جنينياً من العرف العصبي,تعتبر خلاياه عصبونات نظيرة ودية ما قبل عقدية معدلة,تفرز خلاياه الاستيل كولين,الاجابتان A+B,كل ما سبق صحيح,,A,ABCDE,no,choose the right answer,high
666,Y2,الببتيد الطارح للصوديوم:,Histology,Anatomy,موسع وعائي يزيد تروية الكبب,تنتجه الخلايا الأذينية في القلب,تقع مستقبلاته فيmesangial cell,كل ماسبق صحيح,,,D,ABCD,no,choose the right answer,high
667,Y1,غرفة مراقبة الفعاليات الحركية والتوازن هي:,Anatomy,Anatomy,البصلة,الجسر,المخيخ,المخ,,,C,ABCD,no,indirect question,high
668,Y2,بالنسبة الأعضاء التناسلية الخارجية الانثوية :,Histology and Anatomy,Anatomy,الدهليز لا يحتوي على غدد,الاشعار الصغيرة لا تحتوي على اشعار,الاشفار الصغيرة تشابه جلد الصفن,الاجابتان B+C,,,B,ABCDE,no,indirect question,high
670,Y1,يتشكل الضفيرة العجزية من الفروع الشوكية:,Anatomy,Anatomy,العصب الحرقفي الوركي,العصب الحرقفي الخثلي,العصب الحرقفي الفخذي,العصب الحرقفي الأربي,,,A,ABCD,no,indirect question,high
672,Y1,. من عضلات ال thenar,Anatomy,Anatomy,مقابلة الخنصر,مقربة الابهام,العضلات الخراطينية,العضلات بين العظمية الراحية,,,B,ABCD,no,infinite answers,high
673,Y2,الضفائر الأبهرية كل مما يلي ما عدا:,Anatomy,Anatomy,تتشكل من ألياف ودية وقبل وبعد العقدة.,تتشكل من ألياف لأودية قبل العقدة.,تتشكل من ألياف واردة حشوية.,تعطي تكثفات حول مناشئ الشرايين الرئيسية.,الألياف اللاودية في الضفيرة المساريقية السفلية مبهمية المنشأ.,,E,ABCDE,no,"""ما عدا""",high
674,Y2,ما يلي صحيح عن العين عدا :,Histology,Anatomy,تتوضع في الحجاج Orbits .,الطبقة الخارجية )ليفية( مؤلفة من الصلبة و القزحية.,الطبقة الداخلية تتمثل ب الشبكية.,لا يشكل العصب البصري عصبا حقيقيا محيطيا.,,,B,ABCD,no,"""ما عدا""",high
675,Y1,لا نجد غدد عرقية في :,Anatomy,Anatomy,الشقة,حشفة القضيب,الابط,A+B,,,D,ABCD,no,choose the right answer,high
677,Y1,عندما يتجه أخمص القدم للوحشي:,Anatomy,Anatomy,قبض ظهري,شنف,شتر,قبض أخمسى,,,B,ABCD,no,indirect question,high
678,Y1,العظم الجبهي (مكرر):,Anatomy,Anatomy,لا يدخل في تشكيل القحف العصبي.,لا يساهم بتشكيل الحفرة القحفية الامامية.,يساهم بتشكيل الحجاج.,يساهم بتشكيل الحفرة القحفية الخلفية.,,,C,ABCD,no,indirect question,high
679,Y2,اختر الاجابة الخاطئة :,Histology,Anatomy,نقص الانزيمات الحالة للسكريات عند الإنسان يسبب اضطرابات هضمية.,هذا النقص يكون احيانا ذو منشأ وراثي.,متلازمة سوء الامتصاص تحدث نتيجة ضمور مخاطية المعدة.,كل ماسبق صحيح.,,,C,ABCD,no,choose the wrong answer,high
681,Y1,. اختر الاجابة الخاطئة حول الضفيرة القطنية,Anatomy,Anatomy,تشكلها الفروع الظهرية للاعصاب القطنية الاربعة الاولى,تعصب جدار البطن,تعصب الطرف السفلي,تتشكل خلف البسواس,,,A,ABCD,no,choose the wrong answer,high
682,Y1,الفقرات الرقبية اختر الإجابة الخاطئة:,Anatomy,Anatomy,الفقرة الرقبية الأولى لها قوس خلفية تفصل مع سن المحور.,الثقبة الفقرية مثلثية الشكل.,النواتئ الشوكية قصيرة ومتشعبة فى نهايتها.,جسم الفقرة صغير.,,,A,ABCD,no,choose the wrong answer,high
684,Y2,كل ما يلي من مؤذيات ظهارة المعدة ذات المنشأ الداخلي ما عدا :,Histology,Anatomy,حمض كلور الماء,ببسين.,الايتانول,الليباز.,,,C,ABCD,no,"""ما عدا""",high
685,Y1,. تتميز الرئة اليمنى عن اليسرى بكل مايلي عدا:,Anatomy,Anatomy,لها ثلاث فصوص,القبضة الرئيسية,لها شقان,اثقل وزنا,,,B,ABCD,no,"""ما عدا""",high
686,Y2,ينشأ من اللقيمة الإنسية للعضد (منشأ القابضات) كل مما يلي ماعدا:,Anatomy,Anatomy,العضلة الراحية الطويلة,العضلة قابضة الرسغ الكعبرية,العضلة الكابة المدورة,العضلة قابضة الرسغ الزندية,العضلة قابضة الإبهام الطويلة,,E,ABCDE,no,"""ما عدا""",high
687,Y2,تنصف المعدة Stomach بما يلي ما عدا :,Anatomy,Anatomy,يقع الجزء الأكبر منها تحت المنطقة الضلعية.,اليسرى والشرسوف. جسم المعدة يمتد من مستوى فوهة الفؤاد إلى مستوى الكلمة الزاوية.,البواب هو فتحة المعدة في الأسفل وهو يفتح على الطج.,الكلمة الزاوية ثابتة في القسم السفلي من الانحناء الصغير.,يمتد الثرب الصغير بين الانحناء الكبير وبين الكبد.,,E,ABCDE,no,"""ما عدا""",high
689,Y1,يسير أكبر أقسام :Celiac Trunk :,Anatomy,Anatomy,الحافة العلوية للمعثكلة,يصعد إلى النهاية السفلية للمريء,كل ما سبق خاطئ,ضمن الثرب الصغير,,,A,ABCD,no,question in english,high
690,Y1,وظيفة العضلة الخياطية:,Anatomy,Anatomy,تقبض الساق وتدورها للأنسي,تقبض الفخذ,تدور الفخذ للوحشي,كل ما سبق صحيح,,,D,ABCD,no,choose the right answer,high
691,Y2,اختار الجواب الصحيح اذا كان هناك جوابا صحيحا واحدا فقط أو اختر الجواب الأكثر شمولا وتكاملا اذا كان هناك أكثر من جواب صحيح,Histology,Anatomy,يتكون الكولاجين من جزئيات التروبوكولاجين,وتنظيم الجزئيات الترويو كولاجين جنبا الى جنب لتكون خيوط البروكولاجين,وترتبط خيوط البروكولاجين لتكوين اللبيقات البدائية,وترتبط التصنيفات البدنية لتكون اللبيفات المجهرية,كل ما ذكر أعلاه صحيح,,E,ABCDE,no,choose the right answer,high
692,Y1,من وظائف عضلات البطن ماعدا:,Anatomy,Anatomy,تعمل كطاردة,ثني الجذع وتحريكه,اذا انقبضت تؤدي إلى شهيق قوي,دعم محتويات البطن,,,C,ABCD,no,choose the wrong answer,high
694,Y1,الصحيح عن شرايين الجهاز العصبي المركزي :,Anatomy,Anatomy,التروية تاتي من الجملة الوداجية في الامام والسباتي من الخلف,من فروع السباتي الباطن : المخي الامامي والعيني,من فروع القاعدي : المخيخي السفلي الامامي والخلفي,B+C صحيحتان,,,B,ABCD,no,choose the right answer,high
695,Y1,تركيب T3:,Anatomy,Anatomy,شحمي,أميني,سكري,لا شيء مما سبق,,,B,ABCD,no,indirect question,high
697,Y1,حليمات ذات رأس مدور أحمر وقاعدة ضيقة,Anatomy,Anatomy,الخيطية,الفطرية,الورقية,المحوطة,,,B,ABCD,no,indirect question,high
699,Y1,الرغامي والقصبات إختر الإجابة الخاطئة :,Anatomy,Anatomy,يبلغ طول الرغامي ٩ - ١٥ سم,القصبة الرئيسية اليمني قصبة قصيرة وعمودية على الرغامي,حلقات الرغامي حلقات غضروفية تامة,الحلقات الغضروفية تمنح الصلابة وتمنع انخماص الرغامي,,,C,ABCD,no,choose the wrong answer,high
