id,input,prediction,ground_truth
,ما هي مقدرة شخص على إدراك منبهين لمسيين مطبقين على منطقة من سطح الجسم على أنهما منفصلان؟,Two-point discrimination,B
,ما هو سبب عدم قدرة ألياف الجهاز العصبي المركزي على التجدد؟,عدم وجود neurotrophic factors,C
,ما هو المجال الذي تكون فيه النسخ السيتولوجية شفافة نسبياً؟,المرحلة of prophase,B
,ما هو العامل الرئيسي الذي يحدد ارتباط الأكسجين بخضاب الدم؟,ضغط الأكسين,A
,ما الذي يؤدي إليه العامل ٣ مع الكالسيوم؟,تخثر,B
,متى يزداد الانحلال في التلاسيميا؟,الانحلال,A
,ما هو الفيتامين الأساسي في عملية تشكيل عوامل التخثر؟,فيتامين K,D
,ما هو المستوى من الفيزيولوجيا الذي تنتمي إليه دراسة آلية وتوليد ونقل كوامن الفعل في القلب؟,الفيزيولوجيا,B
,أين توجد المستقبلات النيكوتينية؟,الneurons,D
,ما الذي تعتمد عليه سرعة انتشار الأوكسجين عبر غشاء الخلية؟,ضغط التدرج,B
,ماذا يحدث عندما يصل التيروكسين إلى المستوى الدوراني المطلوب؟,الغدة stops secreting TSH,C
,ما هي الوظيفة الرئيسية للعقدة الأذينية البطينية في الحالات السوية؟,Conduction,A
,ما هي العوامل التي تحرض إفراز عصارة بنكرياسية غنية بالإنزيمات؟,الغاسترين,A
,أين يتم إعادة امتصاص القسم الأعظم من الماء المرتشح؟,الlarge intestine,A
,ما هو سبب الصوت الأول للقلب؟,Closure of the atrioventricular valves,C
,ما هي الخلايا التي تمتلك أسرع معدل لزوال الاستقطاب؟,Pacemaker cells,A
,ما هو الذي وظيفته تسريع عملية تشكل الترومبوبلاستين الصفيحي؟,Factor XII,C
,ما الذي يعمل على تسهيل الانتقال بين الشهيق والزفير؟,الديaphragm,D
,ما الذي يزداد في الأسناخ الرئوية؟,السطح area,B
,ما يعرف بالموجهة الجسدية؟,الجهاز الموجه,C
,ما هي العقدة الرأسية للجهاز العصبي المستقل؟,الوتار ganglion,C
,ما هي المحطة الرئيسية الدماغية التي تتكامل فيها وظائف الجهاز العصبي المستقل مع وظائف البنى العصبية الأخرى؟,الدماغ stem,D
,ما هو الناقل العصبي المحرر من طرفيات الألياف بعد العقدية في القسم الودي؟,نورadrenaline,C
,ما هو الدور المهم الذي تؤديه خلايا سيرتولي في الخصية؟,Support,B
,ما هو الذي يروي النسيج الضام للرئة؟,الarteries,C
,ما هي البوابات التي تتحكم بنفوذية القنوات للشوارد التي تسهم في تشكيل كامن الفعل؟,البوابات,D
,ما هي أجهزة التحكم والضبط والمراقبة في الجسم؟,الجهاز العصبي,C
,ما هي المواد التي تحررها نهايات المحاوير العصبية في المشابك والموصلات المشبكية؟,النيوترansmitters,A
,ماذا ينقل الترانسفيرين؟,حديد,B
,ما هو الإحساس الذي يمكن أن يُدرك كلياً في المهاد؟,اللم,A
,أين توجد المستقبلات المسكارينية؟,ال brain and spinal cord,C
,ما هي الزمرة الدموية إذا كانت الكرية الحمراء لا تحوي مولد ارتصاص؟,O,D
,ما هو ناظم القلب؟,القلب,C
,ما الذي يشكله الجهاز الانزيمي في الخلايا البطانية السليمة اعتباراً من حمض الاراشيدونيك؟,Prostaglandins,A
,ما الذي تتناسب معه سرعة النقل في الألياف العصبية اللانخاعينية؟,قط,A
,أين تقع أجسام عصبونات المرتبة الثانية للإحساسات المنقولة بمسلك العمود الظهري؟,البرعم,C
,ما هي العوامل التي تتناسب معها سرعة الانتشار البسيط؟,التركيز gradient,B
,ما هي آلية تحرر شوارد الكالسيوم من الشبكة الهيولية في العضلات الهيكلية؟,Calcium-induced calcium release,A
,ما الذي يؤكد الدور الأهم للمراكز الشوكية والبصلية في وظيفة الجهاز العصبي المستقل؟,ال spinal cord,A
,ما هو الهدف الأساسي للنقل الفاعل عبر الغشاء؟,نقل المواد,B
,ما الذي يتأثر بتغير كمية الأوكسجين في الأسناخ؟,الrespiratory center,A
,ما هي أقصى مدة لحفظ الدم؟,42 days,C
,ماذا يحدث عندما تكون تهوية السنخ أعلى من ترويته الدموية؟,انفارك,B
,ما هي الحالات التي تزداد فيها كمية الماء الموجودة في الأحياز الخاصة؟,الوذمة,D
,ما هو الهرمون المطلق للموجهة القشرية؟,ACTH,B
,ما هي الشاردة الإيجابية الأساسية في السائل داخل الخلوي؟,Potassium,B
,ما هو نوع المصل الذي يحمله شخص من الزمرة الدموية B؟,B,A
,ما هي الحالة التي يكون فيها انقلاب الصيغة أكثر شيوعاً؟,المرض,A
,ما هو حجم الضربة (Stroke Volume)؟,70 ml,A
,ما هي أقصى كمية هواء يمكن استنشاقها زيادة على كمية الحجم الجاري السوية؟,الاحتياطي inspiratory,C
,ما هي الآلية التي يتم من خلالها التنظيم المديد للجريان الموضعي؟,الضبط of autoregulation,B
,ما هي الشوارد التي تسبب قوى الجذب بين خيوط الاكتين والميوزين مما يؤدي إلى انزلاق بعضها على بعض؟,كالسيum,B
,ما هو الهدف من آلية المزلاج في العضلات الملساء؟,الضبط of contraction,C
,ما هي الخلايا الدبقية التي تشكل جزء من الحاجز الوعائي الدموي؟,الخلايا الوعية,C
,ما هي الآلية التي يتم من خلالها التنظيم المديد للضغط الشرياني؟,البراديkinin,B
,ما هي المستقبلة الأسرع تلاؤماً؟,العين,D
,لماذا لا تتمكن الألياف العصبية المركزية من التجديد؟,عدم وجود neurotrophic factors,C
,ما هي كمية الهواء الموجودة في الرئتين في نهاية شهيق سوي؟,الاحتياطي expiratory,C
,ما هي الفائدة الوظيفية من التأخير الزمني لكامن الفعل لمدة 0.1 ثانية عند مروره في العقدة الأذينية البطينية؟,Prevents atrial contraction during ventricular filling,A
,ما هي المواد التي يقتصر عليها الامتصاص المعدي؟,السكريات,C
,ما هو المركب الذي يتشكل من تفاعل الهيموغلوبين مع حمض أو قلوي؟,ميتhemoglobin,C
,ما الذي يتناسب إفراغه عكسياً مع إفراغ الهيدروجين؟,Sodium,B
,ما هو الغشاء الكبيبي نفوذ له؟,الجلوكose,B
,ما هو المسؤول عن إرسال السيالات في العصبونات؟,النيوروترانmitters,B
,ما هو المستوى الذي يعتبر ضخ الدم مثالاً على دراسته؟,الفيزيولوجيا,B
,ما هي العملية التي يتم بها تحويل النورادرينالين إلى أدرينالين؟,N-methylation,C
,ما الذي يشكل جسراً بين ألياف الكولاجين والصفيحات الدموية؟,فيبرين,A
,ما هي الفائدة الوظيفية من وجود الكليونات المجاورة للّب؟,الregulation of blood pressure,B
,ما هو السبب الذي يحمي العضلة القلبية من التكزز؟,ال sodium-potassium pump,B
,ما هو الهرمون الذي يخضع لتأثير مزدوج منبه ومثبط من الوطاء؟,هرمون,A
,أين تقع المساحة الصغرى في ساحة الحس الأولية عند الإنسان؟,المنطقة 17,A
,ما هو مصدر الATP الذي تحتاجه الليفات العضلية بشدة؟,glycolysis,C
,ما هو الذي يفعل السبيل الخارجي للتخثر؟,البروتين C,D
,ما الذي تتناسب معه سرعة انتشار الغاز عبر الغشاء التنفسي عكسياً؟,Partial pressure gradient,B
,ما هي القيمة العظمى لضغط الأوكسجين في الأسناخ عند زيادة التهوية السنخية في الحالات السوية؟,100 mmHg,C
,أين يحدث الامتصاص بشكل أساسي؟,small intestine,B
,ما هو الهرمون الذي يتم إفرازه نتيجة الشدة (الكروب)؟,أدرينالين,B
,ما هي آلية تحرر شوارد الكالسيوم من الشبكة الهيولية في العضلات الهيكلية؟,Calcium-induced calcium release,A
,ماذا يسبب التنبيه اللاودي على القلب؟,تخفيف,B
,ما هو المسؤول عن زوال الاستقطاب؟,البروتين,A
,ما هو الرقم الهيدروجيني الطبيعي للبول؟,5-6,D
,ماذا يحدث عند وصول كمية كبيرة من NaCl إلى اللطخة الكثيفة؟,تخثر,C
,ما هي كمية الدم التي تمر في نقطة معينة من الدوران خلال فترة محددة من الزمن؟,الضخ,B
,ما هو الانزيم المعوي الذي يقوم بهضم الدسم في الأمعاء؟,ليباز,D
,ماذا يسبب نقص فيتامين B12 وحمض الفوليك؟,فقر,C
,ما هي وظيفة الصمامات القلبية؟,Prevent backflow,A
,ما هو المستوى الذي يعد عليه تنظيم الضغط الشرياني؟,الدماغstem,D
,ما هو نوع العضلات الذي يمتاز بخاصية الارتخاء بعد الكرب؟,العضلات of the heart,C
,ما هو أسرع أجزاء الجهاز الناقل في القلب في توصيل السيالة؟,الBundle of His,D
,ما هو اسم الأسناخ التي يصلها دم ولا يصلها هواء؟,الاسناخ of Bertini,B
,ما هي الطريقة التي يمكن بها تحرير النص الفعال حيوياً بتقنية الأسر الصوتي؟,الترانسكريب,C
,ما هي الشاردة ذات التركيز الأكبر داخل العصبون؟,Potassium,C
,ما هو العظم الذي يتمفصل معه الغضروف الطرجهالي؟,الclavicle,A
,ماذا يحدث في طور الانقباض الأذيني؟,ضخ of blood,A
,ما هو الحجم الرئوي الذي يزداد مع التقدم بالعمر؟,Residual volume,C
,ما الذي يحرض إفراز عصارة غنية بالإنزيمات الهاضمة من البنكرياس؟,Secretin,B
,ما الذي يتمثل به زوال استقطاب البطينات على مخطط القلب؟,انقباض,B
,ما هو العامل المحرض على زيادة إفراز الألدوستيرون؟,انجوتين II,A
,ما هي الطريقة المستخدمة لحل الخثرة إذا تشكلت في أوعية القلب والرئتين؟,العلاج الثرومبولي,A
,ما الذي تسمح به خاصية الارتخاء بعد الكرب للأعضاء الجوفاء التي تحوي عضلات ملساء؟,الاستطالة,C
,ما هو معدل التهوية السنخية؟,100-200 ml/min,B
,متى يتوقف التقلص العضلي؟,انقراض,D
,ما هي عصبونات المرتبة الثانية في المسلك الظهري؟,الخلايا في the nucleus gracilis,B
,ما هو القشراني المعدني الرئيسي؟,الحديد,B
,ما هي أقل أنسجة الجسم البشري احتواءً على الماء؟,الده,D
,ما هو طليعة الانزيم الذي يتحول إلى شكله الفعال تحت تأثير الخنثرين؟,بروthrombin,B
,ما هي الآلية التي يستطيع من خلالها الجهاز التنفسي تأمين كميات كبيرة من الأكسجين أثناء التمارين المجهدة؟,زيادة التنفس,A
,ما الذي يحول الببسين إلى مولد ببسين؟,البيك,B
,ما هي الوظائف التي يتآزر فيها الجهازان الودي واللاودي؟,Homeostasis,A
,من أين يتم إفراز الإريثروبويتين؟,الكلى,A
,ما الجزء من الأجسام الضدية من IgG التي يتم قطعها وأخذها في المراكز الحديثة؟,البروتين ج,A
,ما الذي يؤدي إلى نقصان حجم الدفقة بزيادته؟,الضيق,B
,ما تدعى الترنجات العشوائية لشدة الإشعاع المترابط المنتشرة انتشاراً متعدداً؟,Speckle,C
,ما هو المسؤول عن إعادة الاستقطاب؟,الصوديوم-potassium pump,D
,ما هي المادة التي تشتق منها الهرمونات الأمينية؟,أحماض أمينية,D
,كيف يؤدي التأثير الحاصر غير المباشر تأثيره على الجهاز العصبي المستقل؟,تثبيط of acetylcholine release,B
,ما هو الطريق الهندسي الذي يمكن للضوء أن يقطعه في الخلاء مضروبا بقرينة انكسار الوسط؟,الطريق length,B
,ما هي الألياف العصبية التي تتميز بالنقل القفزي؟,ألياف A,A
,ما هو الكمون تقريباً عندما يتكون الليف نفوذ لشوارد البوتاسيوم فقط؟,-90 mV,D
,ماذا ينقص في حال نقص المتناول من الماء؟,ماء,D
,ما هو الجزء الذي يملك فعالية ATPase؟,ATPase,A
,أين يوجد مركز العطش؟,الypothalamus,B
,أين يحدث الامتصاص بشكل رئيسي؟,small intestine,B
,ما هو الناقل العصبي الذي تحرره الألياف قبل العقدية في القسمين الودي ونظير الودي؟,أسيتylcholine,B
,ما هو الصوت الذي يسمع عند بدء الانبساط البطيني؟,S1,B
,ما الذي يُنقص الإفراز المعدي؟,مضادات الكولين,B
,كيف يتم إلغاء التأثير التثبيطي للتروبونين؟,تروبomyosin,C
,ما هي الوظائف التي يتآزر فيها القسمين الودّي ونظير الودّي للجهاز العصبي المستقل؟,Homeostasis,C
,ماذا يؤدي نقص تركيز الأوكسجين في الأسناخ؟,انحلال,C
,ما هي الظاهرة التي تحدث عندما تتجمع المراكز المثارة ويستطيع الإشعاع أن ينتشر مرات كثيرة؟,الظاهرة,A
,ما هو المسؤول عن تحفيز تحرر الكالسيوم من الشبكة الهيولية؟,الديهاid,B
,ما هي آلية عمل الحاصرات الغير مباشرة في الجهاز العصبي المستقل؟,تثبيط of reuptake,B
,ما هو نمط المستقبلات الموجودة في العضو؟,مستقبلs,D
,ما الذي يؤدي إلى انخفاض ضغط الدم عند زيادته؟,البراديkinin,D
,ما هي الحالات التي تنقص فيها سرعة موجة النبض؟,تصلب,B
,ما هي الخلايا التي تستجيب للعصبونات بعد العقد اللاودية؟,ال cells,A
,ما هو الجزء من النفرون الكتيم تماماً للماء؟,الجمع,C
,أين يتم تخرب الكريات الحمر بشكل رئيسي؟,الطحال,C
,ما هو العامل الأساسي الذي يحدد ارتباط الخضاب بالأوكسجين؟,ضغط الأكسجين,A
,ما هو العامل الذي تفرزه الكلية ويؤثر في تشكيل الكريات الحمر؟,إريثروبويتين,C
,إلام يؤدي زيحان منحنى تفارق الأكسجين الخضاب نحو اليمين؟,زيادة oxygen affinity,A
,ما الذي يشكل غمد النخاعين في الجهاز العصبي المركزي؟,الependyma,A
,ما الذي يثبط إفراز الـ FSH؟,البرولactin,B
,ماذا تمثل الموجة QRS؟,Depolarization of ventricles,B
,ما الذي يعتمد عليه هرمون النمو في تأثيره على الخلية الهدف؟,IGF-1,D
,ما الذي يضمن سرعة توصيل كامن الفعل إلى جميع أنحاء الليف العضلي؟,ال T-tubules,D
,ما الذي يسمع بوضوح في الحالة الطبيعية للإنسان؟,صوت,B
,ماذا يحدث لمعدل الترشيح الكبيبي عندما يصبح ضغط الدم 100 ممز؟,انخفاض,C
,ما هو المستوى الذي يعد عليه تنظيم الضغط الشرياني؟,الدماغstem,B
,ما الذي يثبط فعالية جهاز الهضم؟,الجهاز العصبي,D
,ما هي الأسباب التي تُعزى إليها ظاهرة الانتشار الخلفي المترابط؟,عدوى,B
,ما الذي يحدث مباشرة قبل صوت القلب الثاني؟,Closure of the atrioventricular valves,C
,ما هو الأنزيم المعوي الذي يحول مولد التربسين إلى تربسين؟,Enteropeptidase,A
,ما هي أهمية التأخير الذي يحدث أثناء مرور كامن الفعل في العقدة الأذينية البطينية؟,Prevents atrial contraction during ventricular filling,D
,ما هو سبب ظهور طور الهضبة في كامن فعل العضلة القلبية؟,Calcium-induced calcium release,A
,ما الأقنية التي يسبب انتفاحها بطور الهضبة في كمون عمل الليف العضلي القلبي؟,ال transverse tubules,B
,ما هو المخطط الذي عبارة عن صندوق ذو قرنين ممتدين بشكل موازي للمحور الشاقولي الذي تتوزع عليه القياسات؟,مخطط صندوق,A
,ما هو المقياس الذي يسمح بترتيب السمات دون اعتبار لتساوي الفروق بين أي رتبتين؟,ترتيب,A
,ماذا يعني أن تكون قيمة معامل الارتباط تساوي −0.92؟,علاقة سلبية قوية,B
,ما هي مصادر البيانات السكانية؟,سجلات السكان,C
,ماذا نحصل عليه بعد تحديد مجتمع الدراسة والعينة وقياس قيم المتغير على أفراد العينة؟,بيانات,A
,ما هو نوع المتغير الذي يمثله عدد الكريات الحمر؟,مستمر,C
,ما هو المقياس الذي تكون فيه قيمة الصفر نسبية وليست مطلقة؟,مقياس نسبة,A
,ما هو مخطط تنظيم البيانات الذي يشبه أسلوب الجداول التكرارية والأعمدة؟,مخطط شريط,B
,ما هو التوقع الرياضي للعدد الثابت؟,العدد الأول,B
,ما هو التوزيع المستخدم من أجل اختبار الفروض حول معامل الارتباط الخطي؟,توزيع t,C
,ما هو الإحصاء الذي يسعى لعرض وتوضيح سلوك الظاهرة؟,البيانات,A
,ما هو الغرض الرئيسي من حساب معامل الارتباط الخطي؟,قياس العلاقة الخطية,B
,ما هو الخط المنكسر الذي يصل النقاط التي فواصلها مراكز الفئات وترتيبها تكرارات الفئات؟,خط التردد,B
,من أين نحصل على المصادر الداخلية لجمع البيانات؟,المرضى,A
,ما هو الإحصاء؟,الانف,B
,ماذا يحتسب اليوم إذا قُبل المريض في يوم وتخرج في نفس اليوم؟,يوم واحد,C
,ما هي طريقة جمع البيانات التي تتناسب مع الأطفال؟,الملاحظة,D
,ما هي الدراسات التي بحكم الميدان تنفيذ العمل وجمع البيانات؟,دراسات ميدانية,B
,ما هو الغرض من استخدام الجداول التكرارية؟,تقييم التكرار,C
,ما هما نوعا البيانات الموجودان؟,البيانات النوعية and the data quantitative,A
,ما الذي تعطينا إياه دالة التوزيع الاحتمالي المتجمع؟,الاحتمال التراكمي,C
,كل متى يتكرر التعداد السكاني عادة؟,كل 10 سنوات,B
,ما هو الفارق في عدد السكان بين تعدادين متعاقبين تفصلهما فترة معينة كعشر سنوات؟,زيادة السكان,A
,ما هو المسجل الذي يهدف إلى تجميع المعلومات عن المرضى؟,سجل المرضى,D
,ما هي من أقدم الطرق المستخدمة لجمع البيانات لمراقبة الكثير من الظواهر لا سيما التي يصعب السؤال عنها؟,الملاحظة,A
,ما هو المقياس المستخدم لوصف حالة التدخين (مدخن - غير مدخن)؟,تاريخ التدخين,A
,ما هي الطريقة التي يتم بها الحصول على بيانات تتعلق بضغط الدم وسرعة نبضات القلب ونسبة الكوليسترول في الدم لعينة من المرضى خلال فترة أسبوع؟,استبيان,B
,ما هي وظائف السجلات الطبية؟,تسجيل و تتبع,C
,ما هو المقياس الذي يمكن استخدام الطرق الإحصائية الوسيطية فيه؟,مقياس ترتيب,B
,ما هو التوزيع الذي يتبعه مربع المتغير العشوائي Z² إذا كان للمتغير العشوائي Z توزيع طبيعي معياري؟,توزيع كاي,A
,ما هي المنظمة التي وضعت التصنيف الدولي للأمراض؟,المنظمة العالمية للصحة,C
,ما هي الجهة المسؤولة عن السجلات الطبية؟,الادارة,C
,ما هو التوقع الرياضي لمتحول عشوائي يخضع لتوزيع برنولي؟,متوسط,C
,ما هو التصنيف الدولي للأمراض؟,التصنيف الدولي للأمراض,A
,ما هو المستقيم الذي يكون منحنى التوزيع الطبيعي المعياري مناظراً حوله؟,الوسيط,A
,ما هي أيام الخدمة الإجمالية للمرضى الداخليين؟,المرض,B
,ما هي قيمة معامل التجديد؟,0.7,A
,ما هي وحدة المعاينة؟,العين,C
,ما هو الجدول التكراري الذي يضم عدد البيانات في فئة معينة وكل الفئات التي تسبقها؟,جدول التكرار,B
,ما هو معدل الوفيات في المشفى؟,معدل الوفيات,C
,ما هو متوسط التوزيع الاحتمالي في تجربة رمي قطعة نقود 3 مرات متتالية حيث x تدل على عدد ظهور H؟,Binomial distribution,A
,ما هو المجتمع الإحصائي (الجمهرة)؟,مجموعة من الأفراد,C
,ما هو الرسم البياني الذي يتكون من مجموعة من الأعمدة المتجاورة المقامة على المحور الأفقي الذي تمثل عليه حالات الصفة المدروسة عندما تكون البيانات وصفية وفترات الفئات عندما تكون البيانات كمية ويساوي ارتفاع كل عمود تكرارات الفئة المقام عليها؟,مخطط عمودي,B
,ما هي طريقة جمع البيانات التي من أمثلتها قياس شدة تأثير نوع من الهرمونات في مجموعة من الفئران؟,تجربة,A
,ما نوع المتغير الذي يمثله طول شخص بالغ وقياس السكر في الدم؟,مستمر,C
,متى يكون المجتمع غير متجانس في العينة غير العشوائية؟,عدم تمثيل,C
,ما الذي يعتمد عليه توزيع ستيودنت؟,الانحر المعي,D
,ما هي محتويات السجل الطبي؟,التاريخ الطبي,B
,ما هو التصنيف الدولي للأمراض وما الغرض من الرموز والأرقام المستخدمة فيه؟,التصنيف الدولي للأمراض,B
,ما نوع العينة التي نسحبها إذا كنا أمام مجتمع غير متجانس؟,عينة عشوائية,C
,ما هو الغرض من استخدام الجداول التكرارية في عرض البيانات؟,توضيح التوزيع,C
,ما هي الطريقة التي يتم بها الحصول على بيانات تتعلق بضغط الدم ونسبة الكوليسترول بالدم لعينة من المرضى خلال فترة زمنية معينة؟,الاستبيان,D
,ما هي أعلى مستويات القياس؟,القياس,C
,ما هو الهدف من تغيير الطرائق في الدراسات بالنسبة للبيانات؟,تحسين الدقة,D
,ما هي طريقة جمع البيانات التي تمتاز بالتكلفة العالية؟,الاستبيان,C
,ما هو الفارق في عدد السكان بين تعدادين متعاقبين تفصلهما فترة معينة كعشر سنوات؟,زيادة السكان,B
,ما هو الجزء من الإحصاء الذي يعنى بوصف طبيعة وسلوك الظاهرة المدروسة وعرضها؟,الوصف,B
,ما هي الفئة التي تشكل قاعدة الهرم السكاني؟,الاطف,A
,ما هي فرضية العدم لاختبار الفرضيات حول معامل الارتباط الخطي لبيرسون؟,العلاقة ليست خطية,A
,ما هو التكرار المتجمع الهابط لفئة معينة؟,نسبة التراكمية,B
,ما هو التوزيع الذي تتبعه التجربة الثنائية الوحيدة؟,Poisson,A
,ما هو نتاج العوامل المؤثرة في النمو السكاني من مواليد ووفيات وهجرة؟,تغير في population,C
,ما هو المقياس المستخدم لقياس خضاب الدم؟,ميليمول,D
,ما هو نوع المصدر الذي تمثله البيانات التي نحصل عليها من الشركة أو المؤسسة من واقع مستنداتها وسجلاتها وفواتيرها وتقاريرها الدورية؟,مصدر أولي,A
,ما هي الجهة المسؤولة عن السجلات الطبية؟,الادارة,C
,ما هو نوع الإحصاء الذي يتضمن جمع البيانات وتنظيمها وتوصيفها وتبويبها وتلخيصها؟,إحصاء وصفي,A
,ما نوع العينة التي تمثلها مجموعة من المرضى الذين يراجعون طبيباً معيناً عندما يجري عليهم دراسة؟,مجموعة متحيزة,B
,ما نوع العلاقة إذا كانت قيمة بيرسون R=0.92؟,علاقة قوية,A
,ما هي وحدة المعاينة؟,العين,C
,ما هي الطريقة التي يتم بها الحصول على بيانات تتعلق بضغط الدم وسرعة نبضات القلب ونسبة الكولسترول في الدم لعينة من المرضى خلال فترة أسبوع؟,استبيان,D
,ما نوع الارتباط بين المتغير العشوائي X والمتغير التابع Y إذا كان تزايد X يؤدي إلى تزايد Y؟,ارتباط إيجابي,C
,"ماذا تعبر عنه العبارة ""احتمال أي حدث لا يزيد عن الواحد""؟",قاعدة الاحتمال,B
,ما تسمى الظاهرة التي يحدث فيها انحدار معدل أطوال الأبناء من معامل المجتمع؟,انحدار,A
,ما هي التقديرات التي تستخدم لتقدير نسبة النجاح لمجتمع؟,تقدير النسبة,C
,ما نوع المتغير العشوائي الذي يدل على عدد القذفات عند قذف قطعة نقود حتى يظهر الوجه H للمرة الأولى؟,Geometric,A
,ما هو متوسط عدد الأطفال الذي يمكن أن تنجبهم المرأة أحياء إذا أمضت حياتها منذ ميلادها بما يتماشى مع معدلات الخصوبة العمرية في سنة معينة؟,معدل الخصوبة,C
,ما هي الطريقة التي تمكننا من مراقبة رد الفعل على بعض الأسئلة والحصول على إجابات دقيقة؟,الاستجواب,B
,ما هو نوع البيانات المستخدمة لإنشاء الجدول التكراري؟,بيانات الكمية,D
,ما هي طبيعة الأفراد أو العناصر التي تشكل المجتمع الإحصائي؟,المجتمع الإحصائي,A
,ما هو عدد الكريات الحمر في الجسم؟,5 million per microliter,B
,ما هو معدل وفيات الأمهات الذي يحسب بقسمة عدد الوفيات لدى النساء الحوامل التي حدثت أثناء الحمل أو الولادة أو النفاس على عدد المواليد الأحياء خلال نفس السنة مضروباً في 100000؟,معدل وفيات الأمهات,D
,ما هي المعدلات التي يكون تركيزها على معدلات الخصوبة لفئة معينة من العمر لغرض المقارنة على امتداد زمن ما ودراسة الفروق في ظاهرة الخصوبة بمختلف الأعمار؟,معدلات الخصوبة,A
,ما هي العلاقة بين المتغيرين عندما يؤدي تزايد المتغير العشوائي x إلى تناقص المتغير التابع y؟,علاقة سلبية,A
,ما هو المقياس المستخدم لوصف حالة التدخين (مدخن / غير مدخن)؟,تاريخ التدخين,A
,ما هي الشروط التي يجب توفرها في مجموعة من المتغيرات العشوائية لتشكل عينة عشوائية؟,"استقلال, Randomness, Equal Probability",B
,ما هو المستوى الذي يمكن حساب فيه المتوسطات والانحرافات المعيارية ومقاييس العلاقة الخطية؟,الانحرية,C
,كم يتراوح عدد الفئات غالباً؟,Three,A
,ما هي فرضية العدم لاختبار الفرضيات حول معامل الارتباط الخطي لبيرسون؟,العلاقة ليست خطية,B
,ما هو معدل الوفيات الخام؟,معدل الوفيات,B
,ما هي الجهة المسؤولة عن السجلات الطبية؟,الادارة,C
,ما هو الغرض من استخدام مخطط الانتشار في الدراسة الإحصائية بين خاصتين؟,تحديد العلاقة,A
,ما هو التوقع الرياضي لمجموع متغيرين عشوائيين؟,متوسط,B
,ما هو التكرار المتجمع الصاعد لفئة معينة؟,نسبة التراكمية,A
,ما هي المنطقة التي تتألف من قيم دالة الاختبار قليلة الاحتمال عندما Ho صحيحة؟,منطقة رفض,B
,ما هو المجتمع الإحصائي؟,مجموعة,A
,ما الذي يقوم عليه الإحصاء الاستنتاجي؟,الاحتميات,B
,ما هي الجهة التي تصدر التصنيف الدولي للأمراض؟,المنظمة العالمية للصحة,A
,ما الذي تختلف تبعاً له دلالات قيم المتغيرات العشوائية؟,الاحتمالات,C
,ما هي الطريقة التي تستخدم فيها بعض التقنيات الإلكترونية للمراقبة والعد وتسجيل الملاحظات؟,تسجيل,A
,ما الذي يحدد زمن حفظ السجلات الطبية؟,السياسة الصحية,C
,ما هو التوزيع الذي يتبعه مجموع متغيرات عينة عشوائية حجمها n من توزيع برنولي بالوسيط P؟,ثنائي,B
,ما هي مجموعة قيم المتغير العشوائي x الذي يدل على عدد أخوات طالب ما؟,0 to 10,B
,ما هو معدل المواليد الخام؟,عدد المواليد لكل 1000 من السكان,B
,ما هي الفئة العمرية المهمة جداً من الناحية الصحية والتنموية؟,السن الأول,B
,ما هي الطريقة التي تمتاز بوصول الإجابات خلال وقت قصير وتتميز ببساطتها وقلة تكاليفها وسرعتها؟,الاستبيان,B
,ما هو المخطط الذي يساعد بدراسة العلاقة بين متغيرين وطبيعتها؟,مخطط التشتت,D
,ما الذي يحدد زمن حفظ السجلات الطبية في المشفى؟,السياسات المؤسسية,C
,ما هو التوزيع الذي يستخدم في اختبار الفرضيات حول ميل خط الانحدار؟,t-distribution,A
,ما هي أسباب تفضيل أسلوب العينة على أسلوب الحصر الشامل؟,"تكلفة
Time
Complexity",A
,ما هو السجل الذي يهدف إلى تجميع المعلومات عن المريض؟,سجل طبي,D
,ما هو نوع التوزيع الإحصائي إذا علمت أن احتمال شفاء مريض مصاب بالزكام خلال أسبوع دون اللجوء للطبيب هو 0.6 وكان لدينا 10 مرضى بالزكام ولم يراجعوا الطبيب؟,ثنائي,B
,ما هو الشريان الذي ينزف غالباً من قرحة اثني عشرية؟,الغدة artery,B
,ما هي الأورام التي تعالج في القسم البعيد للمعدة؟,ورم غاستر,D
,ما هو التشخيص للآفة التي قد تسبب فقراً دموياً والنزف الحاد منها غير شائع والتي تم اكتشافها بالتنظير الهضمي العلوي لرجل عمره 55 سنة؟,الورم الوعائي,B
,ما هي الخطوة الأولى الأهم في تدبير مريض يبلغ من العمر 32 سنة أتى لقسم الطوارئ بقصة إقياء لكميات كبيرة من الدم الأحمر القاني؟,استقرار,C
,ما هو التشخيص المحتمل لمريضة تبلغ من العمر 45 سنة تشكو من ألم في ثديها الأيسر لمدة أسبوعين مع وجود خيط يشبه الحبل مؤلم وأودة بارزة فوقه بالفحص السريري؟,تصلب,D
,ما هو التشخيص المحتمل لمريضة تبلغ من العمر 40 عاماً من أصول آسيوية وصلت إلى بريطانيا تشكو من كتلة غير مؤلمة في ثديها الأيمن منذ عدة أشهر مع نز الخراج في إبطها الأيمن الذي يشفى ويعاود من جديد؟,سرطان الثدي,B
,ما هو التشخيص المحتمل لمريضة تبلغ من العمر 25 سنة راجعت بكتلة شاهدتها صدفة منذ 3 أسابيع في ثديها الأيسر ويمكن تحريك الكتلة من قبل المريضة ضمن نسيج الثدي؟,ورم حميد,D
