id,specialty,level,answer,question,original_options,generated_options,bertscore_f1,flagged
1254,Anesthesia,Y4,E,كل ما يلي صحيح بالنسبة لخطورة التخدير للمرضي الذين في سوابقهم احتشاء عضلة قلبية ماعدا,"أ) حدوث احتشاء جديد بنسبة 40% خلال الأشهر الثلاثة الأولي التالية للاحتشاء
ب) حدوث احتشاء جديد بنسبة 15% بين الشهرين 3-6
ج) حدوث احتشاء بنسبة 5% بعد 6 أشهر
د) تبلغ نسبة الوفيات الناجمة عن الاحتشاء التالي للعمل الجراحي 40-60%","أ) تزداد خطورة التخدير والجراحة بشكل واضح إذا أُجريت خلال الأشهر الثلاثة الأولى بعد الاحتشاء  
ب) يُفضَّل تأجيل الجراحة الاختيارية لمدة 6 أشهر بعد احتشاء عضلة القلب إن أمكن لتقليل الاختطار القلبي  
ج) وجود احتشاء سابق يرفع احتمال حدوث اضطرابات نظم ونقص تروية/احتشاء جديد أثناء التخدير  
د) لا تختلف خطورة التخدير عن الأشخاص الطبيعيين إذا كان الاحتشاء قديماً ولا حاجة لتقييم قلبي قبل الجراحة",0.8613,True
1312,Biochemistry,Y2,C,كل مما يلي حول البرقان الولادي العائلي العابر صحيح ما عدا:,"أ) الارتفاع في البيلروبين غير المقترن.
ب) يظهر البرقان في اليوم 3- 5 بعد الولادة.
ج) يصل البرقان إلى ذروته في اليوم الثالث بعد الولادة.
د) يختفي اليرقان خلال 2-3 أسابيع بعد الولادة.","أ) يظهر خلال الأيام الأولى من الحياة ويزول تلقائياً خلال أسابيع دون علاج  
ب) يترافق غالباً مع ارتفاع البيليروبين غير المقترن مع وظائف كبد طبيعية  
ج) قد يتكرر ظهوره عند الإخوة في العائلة نفسها بسبب نمط وراثي  
د) يترافق عادةً مع فقر دم انحلالي شديد وتضخم كبد وطحال واضحين",0.8796,True
3461,Ophthalmology,Y5,B,عند تشكل الساد الرضي:,"أ) يمر الخلط المائي إلى ألياف الجسم البلوري محدثاً كثافات بشكل ورقة.
ب) يمر الخلط المائي إلى ألياف الجسم البلوري محدثاً كثافات بشكل وردة.
ج) يمر الخلط الزجاجي إلى ألياف الجسم البلوري محدثاً كثافات بشكل ورقة.
د) يمر الخلط الزجاجي إلى ألياف الجسم البلوري محدثاً كثافات بشكل وردة.","أ) يكون غالبًا على شكل عتامة نجمية/وردية في المحفظة الخلفية (Posterior subcapsular rosette cataract)  
ب) يترافق عادةً مع ارتفاع ضغط العين الحاد مباشرةً بعد الرض  
ج) يكون دائمًا ثنائي الجانب ويصيب كلتا العينين بنفس الشدة  
د) لا يؤثر على حدة البصر ولا يحتاج لأي متابعة أو علاج",0.8313,False
4890,Surgery,Y4,D,العوامل التي تساعد على انتشار الإنتان في البريتوان وحدوث التهاب البريتوان المعمم: كل ما يلي صحيح ما عدا:,"أ) سرعة حدوث التلوث الجرثومي.
ب) تحريض الأمعاء على الحركة عن طريق الطعام أو الشراب أو الرحضات الشرجبة.
ج) الفحص الخشن: قد يساهم في تمزق التجمعات المتوضعة.
د) الثرب النامي خاصة لدى الأطفال.","أ) الحركة الدودية المستمرة للأمعاء  
ب) وجود السوائل الحرة في جوف البريتوان  
ج) كثرة التصاقات البريتوان التي تحدّ من انتشار الإنتان  
د) تأثير الجاذبية وتجمع المفرزات في الحوض وتحت الحجاب الحاجز",0.8738,True
522,Anatomy,Y1,D,تحوي كل كلية على :,"أ) قشرة خارجية
ب) لبا داخليا
ج) أهرام كلوية
د) كل ما سبق صحيح","أ) حوالي مليون نفرون  
ب) حوالي 10 آلاف نفرون  
ج) حوالي 100 مليون نفرون  
د) حوالي 100 نفرون",0.8412,False
3155,Cardiology,Y1,D,تزداد قوة تقلص العضلة القلبية بزيادة كل مما يلي عدا:,"أ) طول الليف البدئي
ب) الفعالية الودية
ج) العود الوريدي
د) شدة التنبيه","أ) زيادة تركيز الكالسيوم داخل الخلية العضلية القلبية  
ب) زيادة التنبيه الودي (تنشيط مستقبلات بيتا-1)  
ج) زيادة طول الألياف العضلية القلبية قبل الانقباض (زيادة التحميل المسبق)  
د) زيادة التنبيه نظير الودي (العصب المبهم)",0.8774,True
3129,Neurology,Y1,C,أحد الأمثلة التي تشير إلى التآزر في كل من القسمين الودي واللا ودي:,"أ) تعصيب الغدد الدرقية.
ب) تنظيم ضربات القلب.
ج) تنظيم إفراز اللعاب.
د) ليس أياً مما سبق.","أ) زيادة إفراز اللعاب المائي عبر اللاودي مع زيادة إفراز اللعاب المخاطي عبر الودي لإنتاج لعاب كافٍ  
ب) زيادة معدل ضربات القلب عبر الودي مع خفضه عبر اللاودي  
ج) توسع الحدقة عبر الودي مع تضيقها عبر اللاودي  
د) توسع القصبات عبر الودي مع تضيقها عبر اللاودي",0.8734,True
4886,Surgery,Y4,A,غالباً يتم الوصول للتشخيص الباكر الأكيد بإجراء (واحد مما يلي):,"أ) تنظير للبطن باكر وأخذ جرعات بيرتوانية أو موجهة.
ب) تحاليل دموية.
ج) تنظير هضمي علوي.
د) تنظير هضمي سفلي.","أ) الخزعة النسيجية (Biopsy)  
ب) التصوير بالأمواج فوق الصوتية (Ultrasound)  
ج) التصوير الطبقي المحوري (CT)  
د) التحاليل المخبرية الروتينية (CBC وESR)",0.8647,True
3837,Physiology,Y1,A,يعيد السائل لداخل الأوعية :,"أ) الضغط الغرواني للدم
ب) ضغط الدم
ج) الضغط الغروانى للخلال
د) ضغط الخلال السلبي","أ) الضغط الأسموزي الغرواني للبلازما (الأونكوتي)  
ب) الضغط الهيدروستاتيكي داخل الشعيرات الدموية  
ج) زيادة نفاذية جدار الشعيرات الدموية  
د) انسداد الأوعية اللمفاوية",0.8912,True
4337,Physiology,Y1,A,يتحسس المتغيرات:,"أ) المستقبل
ب) الجهاز المراقب
ج) المتغير المنظم
د) المقارن","أ) المتغيرات المستقلة  
ب) المتغيرات التابعة  
ج) المتغيرات الضابطة (الثابتة)  
د) المتغيرات الدخيلة/المربكة (Confounders)",0.894,True
2062,Genetics,Y1,A,تظهر الخلايا الهدفية في:,"أ) مرض التلاسيميا بيتا.
ب) الهيموفيليا او الناعور.
ج) مرض الفوال.
د) ابيضاض الدم النقوي.","أ) الثلاسيميا  
ب) فقر الدم بعوز الحديد  
ج) كثرة الكريات الحمر الحقيقية (Polycythemia vera)  
د) فقر الدم اللاتنسجي",0.8906,True
4535,Statistics,Y1,B,تكون تقارير الفحوص المخبرية والشعاعية من محتويات:,"أ) بيانات حياة المريض
ب) السجل الطبي
ج) بيانات المشفى
د) بيانات وزارة الصحة","أ) السجل الطبي للمريض  
ب) الخطة العلاجية اليومية  
ج) نموذج الموافقة المستنيرة  
د) بطاقة المواعيد والمتابعة",0.8998,True
95,Histology,Y2,C,من وظائف الأدمة كل مما يلي ما عدا :,"أ) دعم البشرة.
ب) ربط البشرة مع النسيج الشحمي تحت الجلد.
ج) تجديد خلايا الجلد.
د) كل ما سبق صحيح.","أ) تغذية البشرة عبر الأوعية الدموية  
ب) الإحساس (وجود النهايات العصبية والمستقبلات الحسية)  
ج) تنظيم حرارة الجسم عبر الغدد العرقية والأوعية الدموية  
د) إنتاج صبغة الميلانين بواسطة الخلايا الميلانية",0.8839,True
940,Anatomy,Y1,C,وسائل اتحاد فاصلة في حركية المفصل:,"أ) المحفظة المفصلية
ب) الأربطة
ج) العضلات
د) السطوح المفصلية","أ) اتحاد عظمي (Synostosis)  
ب) اتحاد غضروفي (Synchondrosis)  
ج) اتحاد ليفي (Syndesmosis)  
د) اتحاد زلالي/مفصلي (Synovial joint)",0.8729,True
4401,Physiology,Y2,C,إن الإشعاعات الكهرطيسية الذي معظم منابع الليزر من المجال ... إلى ...,"أ) تحت الأحمر المتوسط 10um = - فوق البنفسجي القريب 200um
ب) تحت الأحمر القريب 5um = - فوق البنفسجي البعيد 200nm
ج) تحت الأحمر المتوسط 10um = - فوق البنفسجي القريب 200nm
د) A, C","أ) من المجال فوق البنفسجي إلى المجال تحت الأحمر  
ب) من المجال تحت الأحمر إلى مجال الأشعة السينية  
ج) من المجال الميكروي إلى مجال أشعة غاما  
د) من المجال المرئي إلى مجال الأشعة السينية",0.8638,True
2188,Cell Biology,Y1,A,ناقل الطاقة الذي يشارك بعملية التركيب الضوئي:,"أ) NADPH / NADP+
ب) NADH / NAD+
ج) O- / O
د) Fe+2 / Fe+3","أ) ATP  
ب) NADPH  
ج) الكلوروفيل  
د) ثاني أكسيد الكربون",0.8717,True
2789,Physics,Y1,B,وفقا للنظرية ……………تتناسب درجة حرارة عنصر صغير من المادة مع الطاقة ....... للجزيئات التي يتكون منها :,"أ) الحرارية - الحركية
ب) الحركية - الحركية
ج) الحرارية - الحرارية
د) الحركية - الحرارية","أ) وفقا للنظرية الحركية تتناسب درجة حرارة عنصر صغير من المادة مع الطاقة الحركية المتوسطة للجزيئات التي يتكون منها  
ب) وفقا للنظرية الذرية تتناسب درجة حرارة عنصر صغير من المادة مع الطاقة الكامنة المتوسطة للجزيئات التي يتكون منها  
ج) وفقا للنظرية النسبية تتناسب درجة حرارة عنصر صغير من المادة مع الطاقة النووية المتوسطة للجزيئات التي يتكون منها  
د) وفقا للنظرية الكهرومغناطيسية تتناسب درجة حرارة عنصر صغير من المادة مع الطاقة الإشعاعية المتوسطة للجزيئات التي يتكون منها",0.839,False
915,Anatomy,Y1,C,يحوي الدماغ البيني داخله جوف البطين:,"أ) الجانبي
ب) الرابع
ج) الثالث
د) لا شيء مما سبق","أ) الثالث  
ب) الرابع  
ج) الجانبيان (الأول والثاني)  
د) القناة المركزية (قناة سيلفيوس)",0.9023,True
2407,Physics,Y1,D,في حالة مجس يتكون من شبكة من تراجيم خطية فيمكن تبذير الموجة عن طريق :,"أ) عدسات تقليبية
ب) عدسات صوتية
ج) خطوط تأخير الكترونية
د) C+A","أ) تغيير طول عناصر الشبكة (التراجيم) لتعديل طور الإشارة وإحداث تبذير  
ب) تغيير المسافات بين عناصر الشبكة للتحكم في اتجاه وشدة التبذير  
ج) تدوير الشبكة أو تغيير زاوية سقوط الموجة على الشبكة لتغيير نمط التبذير  
د) تغيير تردد الموجة (أو الطول الموجي) مما يؤدي لتغير شروط الحيود وبالتالي التبذير",0.8726,True
3564,Ophthalmology,Y5,E,من علامات التهاب حليمة العصب البصري ما يلي عدا:,"أ) نقص شديد في حدة الرؤية
ب) عتمة مركزية
ج) تضيق في الساحة البصرية
د) اضطراب الرؤية الملونة","أ) انخفاض حدة الإبصار  
ب) ألم عند تحريك العين  
ج) عيب في المجال البصري (مثل عتمة مركزية)  
د) توسع حدقة العين وعدم تفاعلها للضوء (حدقة ثابتة متوسعة)",0.9223,True
1297,Biochemistry,Y2,A,الحمض الأميني التالي هو: H-CH-COO وفيه NH3 موجب:,"أ) الغليسين.
ب) البرولين.
ج) السيرين.
د) السيستئين.","أ) غلايسين (Glycine)  
ب) ألانين (Alanine)  
ج) فالين (Valine)  
د) لايسين (Lysine)",0.8658,True
3719,Pathology,Y2,D,التركيز الطبيعي للالبومين في المصل,"أ) 60-80 غ/ل
ب) 30-40 ملغ/ل
ج) اكثر من 1000 ملغ /دل
د) 35-50 غ/ل","أ) 1–2 غ/دل  
ب) 2–3 غ/دل  
ج) 3.5–5.0 غ/دل  
د) 6–8 غ/دل",0.8766,True
27,Anatomy,Y1,A,يساهم بتشكيل مسبع ويليس ما عدا:,"أ) السباتي الظاهر
ب) السباتي الباطن الأيسر
ج) القاعدي
د) السباتي الباطن الأيمن","أ) الشريان المخي الأمامي  
ب) الشريان المواصل الأمامي  
ج) الشريان المواصل الخلفي  
د) الشريان المخي الأوسط",0.8937,True
2160,Genetics,Y1,A,عندما تكون جمهرة (population) في توازن جيني حسب هاردي-واينبرغ، هذا يعني أنها تحقق الشروط التالية: واحد خطأ,"أ) التزاوج بين أفرادها عشوائي
ب) معدل الطفرات فيها ضمن الحدود الطبيعية
ج) لا توجد عوامل خارجية تؤثر على نمط جيني معين
د) أفراد متجانسين وراثيًا","أ) تزاوج عشوائي داخل الجمهرة  
ب) لا توجد هجرة (تدفق جيني) إلى أو خارج الجمهرة  
ج) وجود انتقاء طبيعي قوي يفضّل نمطًا جينيًا معيّنًا  
د) حجم الجمهرة كبير جدًا (لا يحدث انجراف وراثي)",0.907,True
4103,Physiology,Y1,A,يشكل جسراً بين الياف الكولاجين والصفيحات الدموية:,"أ) الترومبوكسان A2
ب) عامل فون ويلبراند
ج) البروستاسايكلين
د) ADP","أ) عامل فون ويلبراند (vWF)  
ب) الفيبرينوجين  
ج) الثرومبوبلاستين النسيجي (عامل III)  
د) البروتين C",0.9102,True
1465,Biochemistry,Y1,A,يعزى الشعر الاشقر عند بعض سكان جزر: Solomon الى,"أ) تغير في شفع أساس واحد في أحد الجينات
ب) تغير كامل سلسلة الدنا
ج) عوامل بيئية
د) لا شيء مما ذكر صحيح","أ) طفرة في جين TYRP1 تؤثر على تصنيع الميلانين  
ب) زيادة التعرض لأشعة الشمس مما يسبب تفتيح الشعر تدريجياً  
ج) نقص النحاس الغذائي المزمن المؤدي لضعف تصبغ الشعر  
د) اختلاط وراثي حديث مع أوروبيين أدى لانتشار الشعر الأشقر",0.8671,True
4161,Physiology,Y1,D,فيما يخص الهرمونات موضعية التأثير:,"أ) تؤثر في منطقة قريبة من منطقة افرازها
ب) تنتج و تحرر و ينتهي تأثيرها بسرعة
ج) أحد أمثلتها الأستيل كولين
د) كل ما سبق صحيح","أ) هي هرمونات تُفرَز من غدد صماء وتنتقل عبر الدم لتؤثر في أعضاء بعيدة  
ب) هي مواد كيميائية تُفرَز محليًا وتؤثر في الخلايا المجاورة أو نفس الخلية (باراكرين/أوتوكرين) دون انتقال جهازي عبر الدم  
ج) هي هرمونات تُخزَّن في الحويصلات العصبية وتُفرَز فقط عند التنبيه العصبي (هرمونات عصبية)  
د) هي هرمونات ستيرويدية تعبر الغشاء وتعمل عبر مستقبلات داخل النواة لتعديل النسخ الجيني فقط",0.8343,False
873,Histology and Anatomy,Y2,A,تحدث عملية الاباضة بسبب الدفق الشديد لهرمون :,"أ) LH
ب) FSH
ج) TSH
د) GuRH","أ) الهرمون المنبه للجريب (FSH)  
ب) الهرمون اللوتيني (LH)  
ج) الإستروجين  
د) البروجسترون",0.855,True
2447,Physics,Y1,D,كل مايلي صحيح عن الإصدارية ماعدا:,"أ) تدل على الإشعاع الممتص عند الطول الموجي
ب) عندما يعبر الإشعاع كنه أو يرتد عنه فان إصداريته تساوي الصفر
ج) عندما يمتص كله فإن إصدار يته تساوي الواحد من أجل كل الأطوال
د) هي عدد ليس له أبعاد قيمته بين الصفر والواحد وهي نسبة الموجية معدل الإشعاع من سطح معين إلى معدل الإشعاع من مساحة مختلفة من سطح مشع أسود مثالي في درجة الحرارة نفسها.","أ) مرض جلدي معدٍ تسببه بكتيريا المكورات العنقودية الذهبية أو العقدية  
ب) تظهر غالبًا عند الأطفال وتتميز ببثور سطحية تتحول إلى قشور عسلية اللون  
ج) تُعد من الأمراض الفطرية وتُعالج أساسًا بمضادات الفطريات الموضعية  
د) قد تنتشر بالتماس المباشر أو عبر الأدوات الملوثة وتتحسن بالمضادات الحيوية المناسبة",0.8277,False
1631,Biochemistry,Y2,B,من اسباب نقص مقاومهمريض الداء السكرى للجراثيم:,"أ) ازدياد ورم الدم للانسجه
ب) نقص اصطناع البروتينات وخاصه الغلوبيولينات
ج) نقص تركيز الغلوكوز الحر فى تيار الدم
د) كل ما سبق خطأ","أ) نقص كفاءة العدلات (ضعف الانجذاب الكيميائي والبلعمة وقتل الجراثيم)  
ب) نقص التروية الدموية الطرفية بسبب اعتلال الأوعية الدقيقة والكبيرة  
ج) ارتفاع سكر الدم الذي يثبط المناعة ويزيد نمو الجراثيم  
د) الاعتلال العصبي السكري الذي يؤدي لقرحات وجروح غير محسوسة وسهلة الإنتان",0.8647,True
3066,Physics,Y1,B,إذا تضيق قطر الشريان الى ثلث قيمته الأصلية عند مريض مصاب بمرض وعاني وقلبي وبقي هبوط الضغط فيه على حاله فإن معدل جريان الدم ينخفض إلى :,"أ) .. 1/16 من قيمته الأصلية.
ب) 81/1 من قيمته الأصلية .
ج) 1/6 من قيمته الأصلية.
د) 27/1 من قيمته الأصلية .","أ) ثلث قيمته الأصلية  
ب) تسع قيمته الأصلية (1/9)  
ج) واحد على سبعة وعشرين من قيمته الأصلية (1/27)  
د) واحد على واحد وثمانين من قيمته الأصلية (1/81)",0.9105,True
1325,Biochemistry,Y2,B,في التهاب الدرق المؤلم Painful Thyroiditis:,"أ) غالباً ما تنخفض قيم الغلوبيولين الدرقي (Thyroglobulin).
ب) غالباً ما ترتفع قيم سرعة التلف ESR.
ج) عادة ما تكون أضداد TPO مرتفعة.
د) D كل ما سبق صحيح.","أ) يكون غالبًا التهاب درق تحت حاد (دي كيرفان) بعد عدوى فيروسية مع ألم بالعنق وارتفاع ESR  
ب) يكون غالبًا التهاب درق هاشيموتو غير مؤلم مع أضداد TPO مرتفعة  
ج) يكون غالبًا التهاب درق صامت/بعد الولادة غير مؤلم مع ESR طبيعي أو منخفض  
د) يكون غالبًا التهاب درق قيحي جرثومي مع حمى شديدة وخراج وارتفاع الكريات البيضاء",0.8616,True
4421,Physiology,Y1,C,زيادة الجريان الدموي,"أ) يجعل pco2 النسخ 10 ممز
ب) يزيد pco2 النسج
ج) يجعل Pco2 النسج يقارب 40 ممز
د) كل ما سبق صحيح","أ) فرط التروية (Hyperemia)  
ب) نقص التروية (Ischemia)  
ج) الاحتقان (Congestion)  
د) النزف (Hemorrhage)",0.8478,False
4347,Physiology,Y1,B,ينتج عن تنبيه مستقبلات الفا كل ما يلي عدا:,"أ) تقبض الاوعية الدموية للجلد
ب) تحلل الشحم
ج) تقبض اوعية المخاطيات
د) تثبيط افراز الانسولين","أ) تضيق الأوعية الدموية وارتفاع ضغط الدم  
ب) توسع الحدقة (Mydriasis)  
ج) زيادة انقباض المصرة البولية واحتباس البول  
د) بطء القلب (Bradycardia)",0.8731,True
5,Anatomy,Y1,C,القناة الدافقة إختر الإجابة الخاطئة :,"أ) تقيس القناة الدافقة أقل من واحد سم
ب) تتشكل من إتحاد البربخ مع قناة الحويصلة المنوية
ج) تنقب السطح الخلفي للمثانة
د) تنفتح على الجزء الموثي من الإحليل","أ) تتكوّن من اتحاد قناة الأسهر مع قناة الحويصلة المنوية  
ب) تصبّ في الإحليل البروستاتي عند الحديبة المنوية (Verumontanum)  
ج) تمرّ داخل غدة البروستاتا قبل فتحها في الإحليل  
د) تنقل الحيوانات المنوية من البربخ مباشرة إلى الإحليل دون المرور بقناة الأسهر",0.884,True
4911,Surgery,Y4,D,في المريضة السابقة إذا كانت الصورة البسيطة: تدل على سويات معوية دقيقة وغياب الارتسام الكولونات وكانت مقاطع التصوير الطبقي المحوري تشير لتوسع عرى: المعي الدقيق وزيادة في شحم المساريقا مع عدم ارتسام الكولون بالكامل فالتشخيص المحتمل هو:,"أ) وجود تنشو على حساب الكولون المتقرح.
ب) المريضة مصابة بداء كرون ساد وليس التهاب كولون قرحي.
ج) وجود التهاب قولون سمي.
د) التصاقات معوية.","أ) انسداد الأمعاء الدقيقة (Small bowel obstruction)  
ب) شلل الأمعاء العام (Paralytic ileus)  
ج) التهاب الأمعاء الدقيقة مع انسداد وظيفي (Enteritis with ileus)  
د) انسداد القولون الكامل (Large bowel obstruction)",0.8527,True
2658,Chemistry,Y1,A,نمط التفاعل الآتي هو: CH3CH2OH H2SO4( 98% ) CH2= CH2 + H2O,"أ) تفاعل حذف.
ب) تفاعل إضافة.
ج) تفاعل أكسدة.
د) تفاعل استبدال.","أ) تفاعل نزع ماء (حذف) للإيثانول لإنتاج الإيثين  
ب) تفاعل إضافة ماء (إماهة) للإيثين لإنتاج الإيثانول  
ج) تفاعل أكسدة للإيثانول لإنتاج الإيثانال  
د) تفاعل استبدال للإيثانول لإنتاج كبريتات الإيثيل",0.8949,True
4005,Physiology,Y1,B,يعصب كل ليف عضلي هيكلي من طرفيه:,"أ) محوار واحد في طرف الليف
ب) محوار واحد في وسط الليف
ج) محوار من كل طرف
د) كل ما سبق خاطئ","أ) عصبون حركي واحد عند اللوحة المحركة في منتصف الليف  
ب) عصبونان حركيان، واحد عند كل طرف من الليف  
ج) ألياف ودّية (سمبثاوية) عند طرفي الليف لتنظيم التوتر  
د) عصبون حسي عند أحد الطرفين وعصبون حركي عند الطرف الآخر",0.8881,True
160,Anatomy,Y2,E,تتواجد العناصر التاليه فى المثلث الخلفى للعنق ما عدا:,"أ) شريان ظهر الكتف
ب) الشريان الغذائى
ج) عصب فوق الكتف
د) الضفيرة الرقبية","أ) العصب الإضافي (Accessory nerve - XI)  
ب) الوريد الوداجي الخارجي (External jugular vein)  
ج) العضلة القصية الترقوية الخشائية (Sternocleidomastoid muscle)  
د) الشريان السباتي العام (Common carotid artery)",0.8657,True
918,Anatomy,Y1,C,غضروف له شكل الخاتم هو :,"أ) Thyroid
ب) Cricoid
ج) Arytenoid
د) Cuneiform","أ) الغضروف الحلقي (Cricoid cartilage)  
ب) الغضروف الدرقي (Thyroid cartilage)  
ج) لسان المزمار (Epiglottis)  
د) الغضروف الطرجهالي (Arytenoid cartilage)",0.8711,True
2976,Physics,Y1,C,تعبر الأشعة السينية الجسم البشري الذي يمتص جزءا منها يتناسب في كل رقعة من الجسم مع:,"أ) ثخالة تلك الرقعة وثخانتها.
ب) عددها الذري .
ج) A,B .
د) كل ما سبق خاطئ .","أ) كثافة النسيج وسمكه والعدد الذري للعناصر المكوِّنة له  
ب) درجة حرارة النسيج ومعدل الأيض فيه  
ج) لون الجلد وكمية الميلانين في المنطقة  
د) ضغط الدم في الأوعية الدموية بالمنطقة",0.8602,True
2522,Physics,Y1,A,"لدينا وسطان ممانعتهما الصوتيتان Z , Z1. وكثافتاهما p1 و p فإن سرعة الصوت فيهما","أ) V=
ب) V=
ج) V=PZ
د) V=PZ2","أ) \(c=\dfrac{Z}{\rho}\) و \(c_1=\dfrac{Z_1}{\rho_1}\)  
ب) \(c=\dfrac{\rho}{Z}\) و \(c_1=\dfrac{\rho_1}{Z_1}\)  
ج) \(c=\dfrac{Z}{\rho_1}\) و \(c_1=\dfrac{Z_1}{\rho}\)  
د) \(c=\dfrac{Z_1}{\rho}\) و \(c_1=\dfrac{Z}{\rho_1}\)",0.8234,False
1964,Genetics,Y1,D,الجزيئات المتحرى عنها في تبقيع ويسترن:,"أ) DNA
ب) RNA
ج) البروتينات
د) كل ما سبق صحيح","أ) البروتينات  
ب) الأحماض النووية (DNA/RNA)  
ج) السكريات المتعددة (الكربوهيدرات)  
د) الدهون (الليبيدات)",0.8918,True
476,Anatomy,Y1,A,يشبه بشكله خاتمًا ذا فص كبير:,"أ) الحلقي
ب) الطرجهالي
ج) الدرقي
د) القريني","أ) الخاتم ذو الفص  
ب) الخاتم الفصّي  
ج) الخاتم ذو الحجر الكبير  
د) الخاتم المرصّع بحجر كبير",0.8804,True
1976,Genetics,Y1,C,من خصائص ظاهرة تعطيل الصبغي X: واحد خطأ,"أ) تحصل في الأسبوع الثاني بعد الإلقاح
ب) عند أنثى طبيعية
ج) يحصل على الصبغي X الأبوي
د) التعطيل بظواهر الـ epigenetic","أ) تحدث في الإناث فقط تقريبًا وتؤدي إلى تكوين جسم بار (Barr body)  
ب) تحدث عشوائيًا في الخلايا الجسدية خلال المراحل الجنينية المبكرة وتُورَّث كلونيًا للخلايا البنوية  
ج) يتم تعطيل الصبغي X نفسه في جميع خلايا الجسم (أي دائمًا الصبغي الأبوي أو دائمًا الصبغي الأمومي)  
د) تعتمد على التعبير عن جين XIST الذي يغلّف الصبغي X المراد تعطيله ويكثّفه إلى كروماتين غير فعّال",0.8564,True
4652,Statistics,Y1,C,اختر الإجابة الخاطئة بالنسبة للعينة العشوائية الطبقية:,"أ) تستخدم عندما يكون المجتمع غير متجانس
ب) يقسم المجتمع إلى مجموعات متجانسة تسمى طبقات
ج) نختار منه عينة عشوائية طبقية من كل طبقة
د) نختار عشوائيًا من كل طبقة عينة عندها يتناسب مع عدد افراد الطبقة إلى عدد أفراد المجتمع","أ) يتم تقسيم المجتمع إلى طبقات متجانسة ثم تُسحب عينة عشوائية من كل طبقة  
ب) تضمن تمثيل جميع الطبقات في العينة حتى لو كانت بعض الطبقات صغيرة الحجم  
ج) يمكن أن تكون أحجام العينات المسحوبة من الطبقات متناسبة مع حجم كل طبقة أو غير متناسبة حسب الهدف  
د) لا تتطلب معرفة مسبقة بخصائص المجتمع أو تقسيمه إلى طبقات قبل سحب العينة",0.893,True
703,Anatomy,Y1,A,. الحد الخلفي للحفرة الجناحية الحنكية هو,"أ) Pterygoid processes
ب) Greater wing
ج) Lesser wing
د) Crista galli","أ) الناتئ الجناحي للعظم الوتدي  
ب) السطح الخلفي للفك العلوي  
ج) الصفيحة العمودية للعظم الحنكي  
د) جسم العظم الوتدي",0.8445,False
3984,Physiology,Y1,D,في تجربة ضغط الدم المتغيرات المساعدة هي:,"أ) سرعة القلب
ب) قوة التقلص
ج) قطر الاوعية الدموية
د) كل ما سبق صحيح","أ) العمر والجنس والوزن ومستوى النشاط البدني  
ب) نوع جهاز قياس ضغط الدم وحجم الكُفّة ووضعية الجسم ووقت القياس  
ج) مستوى الكوليسترول وسكر الدم ووظائف الكلى  
د) لون العين وفصيلة الدم والطول ومحيط الرأس",0.8611,True
568,Anatomy,Y1,C,ينتهي الشريان الوجهي بالشريان:,"أ) الفكي
ب) الوتدي الحنكي
ج) الزاوي
د) الأنفي","أ) الشريان الزاوي  
ب) الشريان تحت الحجاج  
ج) الشريان الصدغي السطحي  
د) الشريان اللساني",0.9089,True
4366,Physiology,Y2,B,الخيوط الثخينة :,"أ) توجد في الشرائط النيرة.
ب) توجد في مركز القسيم العضلي.
ج) ذيل الميوزين يحتوي روابط لل ATP والأكتين.
د) كل ما سبق خاطئ.","أ) هي خيوط الميوزين الموجودة في الساركومير والمسؤولة عن توليد القوة أثناء الانقباض  
ب) هي خيوط الأكتين الرقيقة المرتبطة بالتروبونين والتروبوميوزين  
ج) هي خيوط الكولاجين في النسيج الضام التي تمنح المتانة والمرونة  
د) هي خيوط الأنابيب الدقيقة (Microtubules) المكوّنة من التوبولين ضمن الهيكل الخلوي",0.8739,True
1032,Anatomy,Y1,C,من أشكال الحليمات الذوقية إختر الإجابة الخاطئة :,"أ) الخيطية
ب) الفطرية
ج) المختلطة
د) الورقية","أ) الحليمات الخيطية  
ب) الحليمات الفطرية  
ج) الحليمات الكأسية (المحيطة)  
د) الحليمات الورقية",0.9321,True
1053,Anatomy,Y1,A,عدد ثقوب حلمة الثدي:,"أ) 15-20
ب) 20-25
ج) 2025-05-10 0:00:00
د) 30","أ) 5–10  
ب) 15–20  
ج) 25–30  
د) 35–40",0.8835,True
3896,Physiology,Y1,B,توجد مستقبلات الضغط في كل البنى التالية عدا:,"أ) قوس الابهر
ب) الاذينة اليمنى
ج) الشرايين الكبيرة في منطقة الصدر والعنق
د) الجيب السباتي","أ) قوس الأبهر  
ب) الجيب السباتي  
ج) الأذين الأيمن  
د) الحويصلات الرئوية",0.9374,True
4506,Statistics,Y1,C,ليست من الإحصاءات الروتينية المهمة للمشفى:,"أ) العدد الإجمالي لأيام المريض في المشفى
ب) الإحصاء اليومي الرسمي
ج) العدد الإجمالي لسكان المنطقة
د) العدد الإجمالي لوفيات الأمهات والأجنة وللولدان الأحياء","أ) معدل إشغال الأسرة  
ب) متوسط مدة الإقامة  
ج) معدل دوران السرير  
د) مستوى رضا المرضى عن جودة الطعام",0.8801,True
