id,input,prediction,ground_truth
,ما هو المركب الذي يستخدم في تدبير حمى البحر الأبيض المتوسط؟,كولشيسين,B
,ما هو النمط التحسسي الذي يعود إليه داء الفقاع المحرض دوائياً؟,الطابع,B
,ما هي آلية تأثير المركب دابيريدامول؟,مثبط الفوسفوديesterase,A
,"ما هي جرعة الدواء عند طفل وزنه 17,5 كغ إذا كانت جرعة البالغ 100 ملغ؟",17.5 ml,C
,ما هو معدل التصفية الكلوية للكرياتينين عند رجل عمره 40 سنة ومستوى كرياتينين الدم 1 ملغ/دل ووزنه 72 كغ؟,100,B
,ما هي الخلايا التي تقوم بإفراز بروتين برفورين الذي يفتح ثقوب في غشاء الخلية الهدف؟,الخلايا الطبيعية killer,B
,كيف يتأثر الغاز كلما زاد وزنه الجزيئي؟,انخفاض,B
,ما هو المبدأ الأساسي للتشتت؟,توزيع,B
,ما هو العامل الذي يسرع العامل السابع تشكله؟,الثرمين,B
,ما هو السائل الموجود داخل الخلايا؟,سائل الخلوي,C
,ما هي مقدرة شخص على إدراك منبهين لمسيين مطبقين على منطقة من سطح الجسم على أنهما منفصلان؟,التمييز الحسي,B
,ما هو سبب عدم قدرة ألياف الجهاز العصبي المركزي على التجدد؟,الغلية,C
,ما هو المجال الذي تكون فيه النسخ السيتولوجية شفافة نسبياً؟,الخلية,B
,ما هو العامل الرئيسي الذي يحدد ارتباط الأكسجين بخضاب الدم؟,ضغط الأكسجين,A
,ما الذي يؤدي إليه العامل ٣ مع الكالسيوم؟,تخثر,B
,متى يزداد الانحلال في التلاسيميا؟,في فترة النمو,A
,ما هو الفيتامين الأساسي في عملية تشكيل عوامل التخثر؟,فيتامين ك,D
,ما هو المستوى من الفيزيولوجيا الذي تنتمي إليه دراسة آلية وتوليد ونقل كوامن الفعل في القلب؟,الفيزيولوجيا الخلوية,B
,أين توجد المستقبلات النيكوتينية؟,الجهاز العصبي,D
,ما الذي تعتمد عليه سرعة انتشار الأوكسجين عبر غشاء الخلية؟,الضغط الجزئي,B
,ماذا يحدث عندما يصل التيروكسين إلى المستوى الدوراني المطلوب؟,الغدة الدرقية,C
,ما هي الوظيفة الرئيسية للعقدة الأذينية البطينية في الحالات السوية؟,تأخير,A
,ما هي العوامل التي تحرض إفراز عصارة بنكرياسية غنية بالإنزيمات؟,الطعيم,A
,أين يتم إعادة امتصاص القسم الأعظم من الماء المرتشح؟,البرونش,A
,ما هو سبب الصوت الأول للقلب؟,إغلاق الصمامات,C
,ما هي الخلايا التي تمتلك أسرع معدل لزوال الاستقطاب؟,الخلايا العصبية,A
,ما هو الذي وظيفته تسريع عملية تشكل الترومبوبلاستين الصفيحي؟,البلاتليت,C
,ما الذي يعمل على تسهيل الانتقال بين الشهيق والزفير؟,الجهاز التنفسي,D
,ما الذي يزداد في الأسناخ الرئوية؟,السطح,B
,ما يعرف بالموجهة الجسدية؟,الجهاز العصبي,C
,ما هي العقدة الرأسية للجهاز العصبي المستقل؟,العضة,C
,ما هي المحطة الرئيسية الدماغية التي تتكامل فيها وظائف الجهاز العصبي المستقل مع وظائف البنى العصبية الأخرى؟,الدماغ,D
,ما هو الناقل العصبي المحرر من طرفيات الألياف بعد العقدية في القسم الودي؟,نورإبينphrine,C
,ما هو الدور المهم الذي تؤديه خلايا سيرتولي في الخصية؟,دعم,B
,ما هو الذي يروي النسيج الضام للرئة؟,الشرايين البرونشية,C
,ما هي البوابات التي تتحكم بنفوذية القنوات للشوارد التي تسهم في تشكيل كامن الفعل؟,البوابات,D
,ما هي أجهزة التحكم والضبط والمراقبة في الجسم؟,الجهاز العصبي,C
,ما هي المواد التي تحررها نهايات المحاوير العصبية في المشابك والموصلات المشبكية؟,النشاط,A
,ماذا ينقل الترانسفيرين؟,حديد,B
,ما هو الإحساس الذي يمكن أن يُدرك كلياً في المهاد؟,اللمس,A
,أين توجد المستقبلات المسكارينية؟,العضلات,C
,ما هي الزمرة الدموية إذا كانت الكرية الحمراء لا تحوي مولد ارتصاص؟,AB,D
,ما هو ناظم القلب؟,القلب,C
,ما الذي يشكله الجهاز الانزيمي في الخلايا البطانية السليمة اعتباراً من حمض الاراشيدونيك؟,بروستacyclin,A
,ما الذي تتناسب معه سرعة النقل في الألياف العصبية اللانخاعينية؟,قطر,A
,أين تقع أجسام عصبونات المرتبة الثانية للإحساسات المنقولة بمسلك العمود الظهري؟,البرعم,C
,ما هي العوامل التي تتناسب معها سرعة الانتشار البسيط؟,تركيز,B
,ما هي آلية تحرر شوارد الكالسيوم من الشبكة الهيولية في العضلات الهيكلية؟,تحرير الكالسيوم,A
,ما الذي يؤكد الدور الأهم للمراكز الشوكية والبصلية في وظيفة الجهاز العصبي المستقل؟,القطع الشوكي,A
,ما هو الهدف الأساسي للنقل الفاعل عبر الغشاء؟,نقل المواد,B
,ما الذي يتأثر بتغير كمية الأوكسجين في الأسناخ؟,الضغط,A
,ما هي أقصى مدة لحفظ الدم؟,42 يوم,C
,ماذا يحدث عندما تكون تهوية السنخ أعلى من ترويته الدموية؟,انصرة,B
,ما هي الحالات التي تزداد فيها كمية الماء الموجودة في الأحياز الخاصة؟,الوذمة,D
,ما هو الهرمون المطلق للموجهة القشرية؟,ACTH,B
,ما هي الشاردة الإيجابية الأساسية في السائل داخل الخلوي؟,بوتاسيوم,B
,ما هو نوع المصل الذي يحمله شخص من الزمرة الدموية B؟,ANSWER: Anti-A,A
,ما هي الحالة التي يكون فيها انقلاب الصيغة أكثر شيوعاً؟,الانقلاب,A
,ما هو حجم الضربة (Stroke Volume)؟,70 مل,A
,ما هي أقصى كمية هواء يمكن استنشاقها زيادة على كمية الحجم الجاري السوية؟,القدرة الحيوية,C
,ما هي الآلية التي يتم من خلالها التنظيم المديد للجريان الموضعي؟,الضبط الذاتي,B
,ما هي الشوارد التي تسبب قوى الجذب بين خيوط الاكتين والميوزين مما يؤدي إلى انزلاق بعضها على بعض؟,كالسيوم,B
,ما هو الهدف من آلية المزلاج في العضلات الملساء؟,الاستقرار,C
,ما هي الخلايا الدبقية التي تشكل جزء من الحاجز الوعائي الدموي؟,خلايا الظهارة,C
,ما هي الآلية التي يتم من خلالها التنظيم المديد للضغط الشرياني؟,الجهاز الكلوي,B
,ما هي المستقبلة الأسرع تلاؤماً؟,العين,D
,لماذا لا تتمكن الألياف العصبية المركزية من التجديد؟,البيئة,C
,ما هي كمية الهواء الموجودة في الرئتين في نهاية شهيق سوي؟,حجم الرئة,C
,ما هي الفائدة الوظيفية من التأخير الزمني لكامن الفعل لمدة 0.1 ثانية عند مروره في العقدة الأذينية البطينية؟,تأخير البطين,A
,ما هي المواد التي يقتصر عليها الامتصاص المعدي؟,المواد القابلة للامتصاص,C
,ما هو المركب الذي يتشكل من تفاعل الهيموغلوبين مع حمض أو قلوي؟,ميتيموغلوبين,C
,ما الذي يتناسب إفراغه عكسياً مع إفراغ الهيدروجين؟,بicarbonate,B
,ما هو الغشاء الكبيبي نفوذ له؟,البروتين,B
,ما هو المسؤول عن إرسال السيالات في العصبونات؟,النيورون,B
,ما هو المستوى الذي يعتبر ضخ الدم مثالاً على دراسته؟,فيزيولوجيا,B
,ما هي العملية التي يتم بها تحويل النورادرينالين إلى أدرينالين؟,ميثيل transferase,C
,ما الذي يشكل جسراً بين ألياف الكولاجين والصفيحات الدموية؟,الفيبرين,A
,ما هي الفائدة الوظيفية من وجود الكليونات المجاورة للّب؟,تثبيط,B
,ما هو السبب الذي يحمي العضلة القلبية من التكزز؟,الانقباض,B
,ما هو الهرمون الذي يخضع لتأثير مزدوج منبه ومثبط من الوطاء؟,برولاكتين,A
,أين تقع المساحة الصغرى في ساحة الحس الأولية عند الإنسان؟,المنطقة 3a,A
,ما هو مصدر الATP الذي تحتاجه الليفات العضلية بشدة؟,الأنابولism,C
,ما هو الذي يفعل السبيل الخارجي للتخثر؟,الصفائح,D
,ما الذي تتناسب معه سرعة انتشار الغاز عبر الغشاء التنفسي عكسياً؟,الثخانة,B
,ما هي القيمة العظمى لضغط الأوكسجين في الأسناخ عند زيادة التهوية السنخية في الحالات السوية؟,100 mmHg,C
,أين يحدث الامتصاص بشكل أساسي؟,الامعاء الدقيقة,B
,ما هو الهرمون الذي يتم إفرازه نتيجة الشدة (الكروب)؟,أدرينالين,B
,ما هي آلية تحرر شوارد الكالسيوم من الشبكة الهيولية في العضلات الهيكلية؟,تحرير الكالسيوم,A
,ماذا يسبب التنبيه اللاودي على القلب؟,تقلص,B
,ما هو المسؤول عن زوال الاستقطاب؟,الاستقطاب,A
,ما هو الرقم الهيدروجيني الطبيعي للبول؟,4.5-8.0,D
,ماذا يحدث عند وصول كمية كبيرة من NaCl إلى اللطخة الكثيفة؟,الانقباض,C
,ما هي كمية الدم التي تمر في نقطة معينة من الدوران خلال فترة محددة من الزمن؟,التدفق,B
,ما هو الانزيم المعوي الذي يقوم بهضم الدسم في الأمعاء؟,ليباز,D
,ماذا يسبب نقص فيتامين B12 وحمض الفوليك؟,فقر,C
,ما هي وظيفة الصمامات القلبية؟,منع رجوع الدم,A
,ما هو المستوى الذي يعد عليه تنظيم الضغط الشرياني؟,الدماغ,D
,ما هو نوع العضلات الذي يمتاز بخاصية الارتخاء بعد الكرب؟,العضلات الملساء,C
,ما هو أسرع أجزاء الجهاز الناقل في القلب في توصيل السيالة؟,الBundle of His,D
,ما هو اسم الأسناخ التي يصلها دم ولا يصلها هواء؟,الأسناخ,B
,ما هي الطريقة التي يمكن بها تحرير النص الفعال حيوياً بتقنية الأسر الصوتي؟,الترانسكريبشن,C
,ما هي الشاردة ذات التركيز الأكبر داخل العصبون؟,بوتاسيوم,C
,ما هو العظم الذي يتمفصل معه الغضروف الطرجهالي؟,عظم القص,A
,ماذا يحدث في طور الانقباض الأذيني؟,الانقباض,A
,ما هو الحجم الرئوي الذي يزداد مع التقدم بالعمر؟,القدرة الحيوية,C
,ما الذي يحرض إفراز عصارة غنية بالإنزيمات الهاضمة من البنكرياس؟,السيكريتين,B
,ما الذي يتمثل به زوال استقطاب البطينات على مخطط القلب؟,الاستقطاب,B
,ما هو العامل المحرض على زيادة إفراز الألدوستيرون؟,انجوتينسين II,A
,ما هي الطريقة المستخدمة لحل الخثرة إذا تشكلت في أوعية القلب والرئتين؟,العلاج بالثرومبولي,A
,ما الذي تسمح به خاصية الارتخاء بعد الكرب للأعضاء الجوفاء التي تحوي عضلات ملساء؟,الاسترخاء,C
,ما هو معدل التهوية السنخية؟,200-300 ml/min,B
,متى يتوقف التقلص العضلي؟,انهااء,D
,ما هي عصبونات المرتبة الثانية في المسلك الظهري؟,الخلايا العصبية في النواة الظهري,B
,ما هو القشراني المعدني الرئيسي؟,الحديد,B
,ما هي أقل أنسجة الجسم البشري احتواءً على الماء؟,الدهون,D
,ما هو طليعة الانزيم الذي يتحول إلى شكله الفعال تحت تأثير الخنثرين؟,بروثرombin,B
,ما هي الآلية التي يستطيع من خلالها الجهاز التنفسي تأمين كميات كبيرة من الأكسجين أثناء التمارين المجهدة؟,زيادة التنفس,A
,ما الذي يحول الببسين إلى مولد ببسين؟,البيكربونات,B
,ما هي الوظائف التي يتآزر فيها الجهازان الودي واللاودي؟,الجهاز العصبي,A
,من أين يتم إفراز الإريثروبويتين؟,الكلى,A
,ما الجزء من الأجسام الضدية من IgG التي يتم قطعها وأخذها في المراكز الحديثة؟,الجزء المتغير,A
,ما الذي يؤدي إلى نقصان حجم الدفقة بزيادته؟,الضغط,B
,ما تدعى الترنجات العشوائية لشدة الإشعاع المترابط المنتشرة انتشاراً متعدداً؟,Speckle,C
,ما هو المسؤول عن إعادة الاستقطاب؟,البروتين,D
,ما هي المادة التي تشتق منها الهرمونات الأمينية؟,أحماض أمينية,D
,كيف يؤدي التأثير الحاصر غير المباشر تأثيره على الجهاز العصبي المستقل؟,المنع,B
,ما هو الطريق الهندسي الذي يمكن للضوء أن يقطعه في الخلاء مضروبا بقرينة انكسار الوسط؟,طريق البصرية,B
,ما هي الألياف العصبية التي تتميز بالنقل القفزي؟,ألياف A,A
,ما هو الكمون تقريباً عندما يتكون الليف نفوذ لشوارد البوتاسيوم فقط؟,-70 mV,D
,ماذا ينقص في حال نقص المتناول من الماء؟,ماء,D
,ما هو الجزء الذي يملك فعالية ATPase؟,العضة,A
,أين يوجد مركز العطش؟,الدماغ,B
,أين يحدث الامتصاص بشكل رئيسي؟,الامعاء الدقيقة,B
,ما هو الناقل العصبي الذي تحرره الألياف قبل العقدية في القسمين الودي ونظير الودي؟,أسيتيل كولين,B
,ما هو الصوت الذي يسمع عند بدء الانبساط البطيني؟,الثال,B
,ما الذي يُنقص الإفراز المعدي؟,البروتين,B
,كيف يتم إلغاء التأثير التثبيطي للتروبونين؟,الكالسيوم,C
,ما هي الوظائف التي يتآزر فيها القسمين الودّي ونظير الودّي للجهاز العصبي المستقل؟,الوظائف,C
,ماذا يؤدي نقص تركيز الأوكسجين في الأسناخ؟,انخفاض في إفراز,C
,ما هي الظاهرة التي تحدث عندما تتجمع المراكز المثارة ويستطيع الإشعاع أن ينتشر مرات كثيرة؟,الظاهرة هي: تذبذبة,A
,ما هو المسؤول عن تحفيز تحرر الكالسيوم من الشبكة الهيولية؟,الكالسيوم,B
,ما هي آلية عمل الحاصرات الغير مباشرة في الجهاز العصبي المستقل؟,تثبيط الإفراز,B
,ما هو نمط المستقبلات الموجودة في العضو؟,العضة,D
,ما الذي يؤدي إلى انخفاض ضغط الدم عند زيادته؟,الضغط,D
,ما هي الحالات التي تنقص فيها سرعة موجة النبض؟,تصلب الشرايين,B
,ما هي الخلايا التي تستجيب للعصبونات بعد العقد اللاودية؟,"الخلايا
العضلات",A
,ما هو الجزء من النفرون الكتيم تماماً للماء؟,القطعة,C
,أين يتم تخرب الكريات الحمر بشكل رئيسي؟,الطحال,C
,ما هو العامل الأساسي الذي يحدد ارتباط الخضاب بالأوكسجين؟,ضغط الأكسجين,A
,ما هو العامل الذي تفرزه الكلية ويؤثر في تشكيل الكريات الحمر؟,إريثروبويتين,C
,إلام يؤدي زيحان منحنى تفارق الأكسجين الخضاب نحو اليمين؟,انخفاض affinity,A
,ما الذي يشكل غمد النخاعين في الجهاز العصبي المركزي؟,الطبقة الخارجية,A
,ما الذي يثبط إفراز الـ FSH؟,الإنهايبين,B
,ماذا تمثل الموجة QRS؟,الانقباض البطيني,B
,ما الذي يعتمد عليه هرمون النمو في تأثيره على الخلية الهدف؟,IGF-1,D
,ما الذي يضمن سرعة توصيل كامن الفعل إلى جميع أنحاء الليف العضلي؟,الشبكة التوب,D
,ما الذي يسمع بوضوح في الحالة الطبيعية للإنسان؟,صوت القلب,B
,ماذا يحدث لمعدل الترشيح الكبيبي عندما يصبح ضغط الدم 100 ممز؟,انخفاض,C
,ما هو المستوى الذي يعد عليه تنظيم الضغط الشرياني؟,الدماغ,B
,ما الذي يثبط فعالية جهاز الهضم؟,الجهاز العصبي,D
,ما هي الأسباب التي تُعزى إليها ظاهرة الانتشار الخلفي المترابط؟,عدوى,B
,ما الذي يحدث مباشرة قبل صوت القلب الثاني؟,الانقباض,C
,ما هو الأنزيم المعوي الذي يحول مولد التربسين إلى تربسين؟,انتروبسيسين,A
,ما هي أهمية التأخير الذي يحدث أثناء مرور كامن الفعل في العقدة الأذينية البطينية؟,تأخير,D
,ما هو سبب ظهور طور الهضبة في كامن فعل العضلة القلبية؟,الانفتاق,A
,ما الأقنية التي يسبب انتفاحها بطور الهضبة في كمون عمل الليف العضلي القلبي؟,الأنابيب,B
,ما هو المخطط الذي عبارة عن صندوق ذو قرنين ممتدين بشكل موازي للمحور الشاقولي الذي تتوزع عليه القياسات؟,مخطط الصندوق,A
,ما هو المقياس الذي يسمح بترتيب السمات دون اعتبار لتساوي الفروق بين أي رتبتين؟,ترتيب,A
,ماذا يعني أن تكون قيمة معامل الارتباط تساوي −0.92؟,ارتباط سلبي,B
,ما هي مصادر البيانات السكانية؟,سجلات السكان,C
,ماذا نحصل عليه بعد تحديد مجتمع الدراسة والعينة وقياس قيم المتغير على أفراد العينة؟,بيانات,A
,ما هو نوع المتغير الذي يمثله عدد الكريات الحمر؟,عددي,C
,ما هو المقياس الذي تكون فيه قيمة الصفر نسبية وليست مطلقة؟,مقياس نسبة,A
,ما هو مخطط تنظيم البيانات الذي يشبه أسلوب الجداول التكرارية والأعمدة؟,مخطط شريط,B
,ما هو التوقع الرياضي للعدد الثابت؟,العدد الثابت,B
,ما هو التوزيع المستخدم من أجل اختبار الفروض حول معامل الارتباط الخطي؟,توزيع t,C
,ما هو الإحصاء الذي يسعى لعرض وتوضيح سلوك الظاهرة؟,وصف,A
,ما هو الغرض الرئيسي من حساب معامل الارتباط الخطي؟,قياس الارتباط,B
,ما هو الخط المنكسر الذي يصل النقاط التي فواصلها مراكز الفئات وترتيبها تكرارات الفئات؟,الخط المتقطع,B
,من أين نحصل على المصادر الداخلية لجمع البيانات؟,المرضى,A
,ما هو الإحصاء؟,الاحصاء,B
,ماذا يحتسب اليوم إذا قُبل المريض في يوم وتخرج في نفس اليوم؟,اليوم,C
,ما هي طريقة جمع البيانات التي تتناسب مع الأطفال؟,الملاحظة,D
,ما هي الدراسات التي بحكم الميدان تنفيذ العمل وجمع البيانات؟,دراسات ميدانية,B
,ما هو الغرض من استخدام الجداول التكرارية؟,تجميع البيانات,C
,ما هما نوعا البيانات الموجودان؟,البيانات النوعية,A
,ما الذي تعطينا إياه دالة التوزيع الاحتمالي المتجمع؟,الاحتمالية التراكمية,C
,كل متى يتكرر التعداد السكاني عادة؟,كل 10 سنوات,B
,ما هو الفارق في عدد السكان بين تعدادين متعاقبين تفصلهما فترة معينة كعشر سنوات؟,زيادة السكان,A
,ما هو المسجل الذي يهدف إلى تجميع المعلومات عن المرضى؟,سجل طبي,D
,ما هي من أقدم الطرق المستخدمة لجمع البيانات لمراقبة الكثير من الظواهر لا سيما التي يصعب السؤال عنها؟,الملاحظة,A
,ما هو المقياس المستخدم لوصف حالة التدخين (مدخن - غير مدخن)؟,تاريخ التدخين,A
,ما هي الطريقة التي يتم بها الحصول على بيانات تتعلق بضغط الدم وسرعة نبضات القلب ونسبة الكوليسترول في الدم لعينة من المرضى خلال فترة أسبوع؟,استبيان,B
,ما هي وظائف السجلات الطبية؟,تسجيل، تتبع، تقييم,C
,ما هو المقياس الذي يمكن استخدام الطرق الإحصائية الوسيطية فيه؟,القياس الاسمي,B
,ما هو التوزيع الذي يتبعه مربع المتغير العشوائي Z² إذا كان للمتغير العشوائي Z توزيع طبيعي معياري؟,توزيع كاي,A
,ما هي المنظمة التي وضعت التصنيف الدولي للأمراض؟,منظمة الصحة العالمية,C
,ما هي الجهة المسؤولة عن السجلات الطبية؟,الادارة الطبية,C
,ما هو التوقع الرياضي لمتحول عشوائي يخضع لتوزيع برنولي؟,متوسط,C
,ما هو التصنيف الدولي للأمراض؟,التصنيف الدولي للأمراض,A
,ما هو المستقيم الذي يكون منحنى التوزيع الطبيعي المعياري مناظراً حوله؟,المتوسط,A
,ما هي أيام الخدمة الإجمالية للمرضى الداخليين؟,أيام الخدمة,B
,ما هي قيمة معامل التجديد؟,0.008,A
,ما هي وحدة المعاينة؟,العين,C
,ما هو الجدول التكراري الذي يضم عدد البيانات في فئة معينة وكل الفئات التي تسبقها؟,جدول التوزيع,B
,ما هو معدل الوفيات في المشفى؟,معدل الوفيات,C
,ما هو متوسط التوزيع الاحتمالي في تجربة رمي قطعة نقود 3 مرات متتالية حيث x تدل على عدد ظهور H؟,ANSWER: 1.5,A
,ما هو المجتمع الإحصائي (الجمهرة)؟,مجموعة السكان,C
,ما هو الرسم البياني الذي يتكون من مجموعة من الأعمدة المتجاورة المقامة على المحور الأفقي الذي تمثل عليه حالات الصفة المدروسة عندما تكون البيانات وصفية وفترات الفئات عندما تكون البيانات كمية ويساوي ارتفاع كل عمود تكرارات الفئة المقام عليها؟,مخطط عمودي,B
,ما هي طريقة جمع البيانات التي من أمثلتها قياس شدة تأثير نوع من الهرمونات في مجموعة من الفئران؟,الدراسة التجريبية,A
,ما نوع المتغير الذي يمثله طول شخص بالغ وقياس السكر في الدم؟,مستمر,C
,متى يكون المجتمع غير متجانس في العينة غير العشوائية؟,ANSWER: غير متجانس,C
,ما الذي يعتمد عليه توزيع ستيودنت؟,"توزيع الت

ANSWER: التوزيع الت",D
,ما هي محتويات السجل الطبي؟,الملفات الطبية,B
,ما هو التصنيف الدولي للأمراض وما الغرض من الرموز والأرقام المستخدمة فيه؟,"التصنيف الدولي للأمراض
ANSWER: ICD",B
,ما نوع العينة التي نسحبها إذا كنا أمام مجتمع غير متجانس؟,عينة عشوائية,C
,ما هو الغرض من استخدام الجداول التكرارية في عرض البيانات؟,تجميع البيانات,C
,ما هي الطريقة التي يتم بها الحصول على بيانات تتعلق بضغط الدم ونسبة الكوليسترول بالدم لعينة من المرضى خلال فترة زمنية معينة؟,استبيان,D
,ما هي أعلى مستويات القياس؟,القياس,C
,ما هو الهدف من تغيير الطرائق في الدراسات بالنسبة للبيانات؟,تحسين الدقة,D
,ما هي طريقة جمع البيانات التي تمتاز بالتكلفة العالية؟,الاستبيان,C
,ما هو الفارق في عدد السكان بين تعدادين متعاقبين تفصلهما فترة معينة كعشر سنوات؟,زيادة السكان,B
,ما هو الجزء من الإحصاء الذي يعنى بوصف طبيعة وسلوك الظاهرة المدروسة وعرضها؟,وصف,B
,ما هي الفئة التي تشكل قاعدة الهرم السكاني؟,الاطفال,A
,ما هي فرضية العدم لاختبار الفرضيات حول معامل الارتباط الخطي لبيرسون؟,الارتباط لا يوجد,A
,ما هو التكرار المتجمع الهابط لفئة معينة؟,الحد الأعلى,B
,ما هو التوزيع الذي تتبعه التجربة الثنائية الوحيدة؟,توزيع ثنائي,A
,ما هو نتاج العوامل المؤثرة في النمو السكاني من مواليد ووفيات وهجرة؟,تغير السكان,C
,ما هو المقياس المستخدم لقياس خضاب الدم؟,مليغرام,D
,ما هو نوع المصدر الذي تمثله البيانات التي نحصل عليها من الشركة أو المؤسسة من واقع مستنداتها وسجلاتها وفواتيرها وتقاريرها الدورية؟,بيانات ثانوية,A
,ما هي الجهة المسؤولة عن السجلات الطبية؟,الادارة الطبية,C
,ما هو نوع الإحصاء الذي يتضمن جمع البيانات وتنظيمها وتوصيفها وتبويبها وتلخيصها؟,إحصاء وصفي,A
,ما نوع العينة التي تمثلها مجموعة من المرضى الذين يراجعون طبيباً معيناً عندما يجري عليهم دراسة؟,عينة عشوائية,B
,ما نوع العلاقة إذا كانت قيمة بيرسون R=0.92؟,علاقة قوية,A
,ما هي وحدة المعاينة؟,العين,C
,ما هي الطريقة التي يتم بها الحصول على بيانات تتعلق بضغط الدم وسرعة نبضات القلب ونسبة الكولسترول في الدم لعينة من المرضى خلال فترة أسبوع؟,استبيان,D
,ما نوع الارتباط بين المتغير العشوائي X والمتغير التابع Y إذا كان تزايد X يؤدي إلى تزايد Y؟,إيجابي,C
,"ماذا تعبر عنه العبارة ""احتمال أي حدث لا يزيد عن الواحد""؟",قاعدة الاحتمال,B
,ما تسمى الظاهرة التي يحدث فيها انحدار معدل أطوال الأبناء من معامل المجتمع؟,الانحدار,A
,ما هي التقديرات التي تستخدم لتقدير نسبة النجاح لمجتمع؟,الاستعارة,C
,ما نوع المتغير العشوائي الذي يدل على عدد القذفات عند قذف قطعة نقود حتى يظهر الوجه H للمرة الأولى؟,Geometric,A
,ما هو متوسط عدد الأطفال الذي يمكن أن تنجبهم المرأة أحياء إذا أمضت حياتها منذ ميلادها بما يتماشى مع معدلات الخصوبة العمرية في سنة معينة؟,معدل الخصوبة,C
,ما هي الطريقة التي تمكننا من مراقبة رد الفعل على بعض الأسئلة والحصول على إجابات دقيقة؟,استبيان,B
,ما هو نوع البيانات المستخدمة لإنشاء الجدول التكراري؟,بيانات الكمية,D
,ما هي طبيعة الأفراد أو العناصر التي تشكل المجتمع الإحصائي؟,مجموعات,A
,ما هو عدد الكريات الحمر في الجسم؟,5-6 مليون,B
,ما هو معدل وفيات الأمهات الذي يحسب بقسمة عدد الوفيات لدى النساء الحوامل التي حدثت أثناء الحمل أو الولادة أو النفاس على عدد المواليد الأحياء خلال نفس السنة مضروباً في 100000؟,معدل وفيات الأمهات,D
,ما هي المعدلات التي يكون تركيزها على معدلات الخصوبة لفئة معينة من العمر لغرض المقارنة على امتداد زمن ما ودراسة الفروق في ظاهرة الخصوبة بمختلف الأعمار؟,معدلات الخصوبة,A
,ما هي العلاقة بين المتغيرين عندما يؤدي تزايد المتغير العشوائي x إلى تناقص المتغير التابع y؟,سلبي,A
,ما هو المقياس المستخدم لوصف حالة التدخين (مدخن / غير مدخن)؟,تاريخ التدخين,A
,ما هي الشروط التي يجب توفرها في مجموعة من المتغيرات العشوائية لتشكل عينة عشوائية؟,استقلال,B
,ما هو المستوى الذي يمكن حساب فيه المتوسطات والانحرافات المعيارية ومقاييس العلاقة الخطية؟,الانحرية,C
,كم يتراوح عدد الفئات غالباً؟,3-5,A
,ما هي فرضية العدم لاختبار الفرضيات حول معامل الارتباط الخطي لبيرسون؟,الارتباط لا يوجد,B
,ما هو معدل الوفيات الخام؟,معدل الوفيات,B
,ما هي الجهة المسؤولة عن السجلات الطبية؟,الادارة الطبية,C
,ما هو الغرض من استخدام مخطط الانتشار في الدراسة الإحصائية بين خاصتين؟,العلاقة,A
,ما هو التوقع الرياضي لمجموع متغيرين عشوائيين؟,المتوسط,B
,ما هو التكرار المتجمع الصاعد لفئة معينة؟,التراكم,A
,ما هي المنطقة التي تتألف من قيم دالة الاختبار قليلة الاحتمال عندما Ho صحيحة؟,منطقة الترفض,B
,ما هو المجتمع الإحصائي؟,مجموعة السكان,A
,ما الذي يقوم عليه الإحصاء الاستنتاجي؟,الاحتميات,B
,ما هي الجهة التي تصدر التصنيف الدولي للأمراض؟,منظمة الصحة العالمية,A
,ما الذي تختلف تبعاً له دلالات قيم المتغيرات العشوائية؟,توزيع,C
,ما هي الطريقة التي تستخدم فيها بعض التقنيات الإلكترونية للمراقبة والعد وتسجيل الملاحظات؟,المراقبة الإلكترونية,A
,ما الذي يحدد زمن حفظ السجلات الطبية؟,القوانين المحلية,C
,ما هو التوزيع الذي يتبعه مجموع متغيرات عينة عشوائية حجمها n من توزيع برنولي بالوسيط P؟,توزيع ثنائي,B
,ما هي مجموعة قيم المتغير العشوائي x الذي يدل على عدد أخوات طالب ما؟,"0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10",B
,ما هو معدل المواليد الخام؟,معدل المواليد,B
,ما هي الفئة العمرية المهمة جداً من الناحية الصحية والتنموية؟,السن الأولى,B
,ما هي الطريقة التي تمتاز بوصول الإجابات خلال وقت قصير وتتميز ببساطتها وقلة تكاليفها وسرعتها؟,استبيان,B
,ما هو المخطط الذي يساعد بدراسة العلاقة بين متغيرين وطبيعتها؟,رسم بياني,D
,ما الذي يحدد زمن حفظ السجلات الطبية في المشفى؟,القوانين المحلية,C
,ما هو التوزيع الذي يستخدم في اختبار الفرضيات حول ميل خط الانحدار؟,توزيع t,A
,ما هي أسباب تفضيل أسلوب العينة على أسلوب الحصر الشامل؟,تكلفة ووقت,A
,ما هو السجل الذي يهدف إلى تجميع المعلومات عن المريض؟,سجل طبي,D
,ما هو نوع التوزيع الإحصائي إذا علمت أن احتمال شفاء مريض مصاب بالزكام خلال أسبوع دون اللجوء للطبيب هو 0.6 وكان لدينا 10 مرضى بالزكام ولم يراجعوا الطبيب؟,ثنائي,B
,ما هو الشريان الذي ينزف غالباً من قرحة اثني عشرية؟,الشرى الغاسترو-duodenal,B
,ما هي الأورام التي تعالج في القسم البعيد للمعدة؟,ورم الغاستر,D
